iter	R2	MAE
350	0.4559549711	0.1372872349
355	0.4563906491	0.1372450543
360	0.4568524979	0.1371730206
365	0.4576744013	0.137013055
370	0.458367255	0.136861745
375	0.4592378576	0.1367277211
380	0.459948226	0.1366589301
385	0.4600228201	0.1366536307
390	0.4605946088	0.1366178977
395	0.4610451702	0.1365948833
400	0.4610970939	0.1365184838
405	0.4614612497	0.136473048
410	0.4622790386	0.1363537866
415	0.4628648542	0.1362862826
420	0.4631280142	0.1361952089
425	0.4644712236	0.1359122724
430	0.4657233618	0.1357091168
435	0.466957827	0.1354594276
440	0.4679980191	0.1352743656
445	0.4697147895	0.1350081222
450	0.4703774756	0.134920266
455	0.4711343369	0.1347830373
460	0.472240986	0.1346527608
465	0.4730933429	0.1344677745
470	0.4733472301	0.1344036898
475	0.4734949778	0.1344089514
480	0.4737564361	0.1343648908
485	0.4737673	0.1343440466
490	0.4739330454	0.1343161996
495	0.4740562735	0.1342938034
500	0.4743986432	0.1342197887
505	0.47456824	0.1341471367
510	0.4752727816	0.1340060217
515	0.4759759659	0.1338695879
520	0.4770138158	0.1336887149
525	0.4780668616	0.1335017603
530	0.4789661937	0.1333408736
535	0.4793415977	0.1332573579
540	0.4799709308	0.1331563542
545	0.4806501901	0.1330455466
550	0.481040274	0.1329541701
555	0.4818339781	0.1327797826
560	0.4823298356	0.1326474621
565	0.48299981	0.1325320618
570	0.4835738596	0.1324200808
575	0.4843365402	0.1322939807
580	0.4848917731	0.1321750222
585	0.4859672798	0.1319944395
590	0.4871969278	0.1317672222
595	0.4880647308	0.1316154958
600	0.4892359244	0.1314192421
605	0.4904198777	0.1311998603
610	0.4917551022	0.1309833553
615	0.4929280099	0.1308141788
620	0.4938480923	0.1306556516
625	0.4946186724	0.1304841662
630	0.4954825645	0.1303384584
635	0.4965462288	0.1301877036
640	0.4970946563	0.1300935512
645	0.4980226974	0.1299202488
650	0.4984582982	0.1298507386
655	0.4990187985	0.1297079455
660	0.4999339393	0.1295435764
665	0.500749049	0.1293775038
670	0.5015218401	0.1292221436
675	0.502116763	0.1290690167
680	0.5031784912	0.1288760561
685	0.5041465662	0.1286989937
690	0.5049502338	0.1285638342
695	0.5054400322	0.1284698585
700	0.5061631724	0.1283069656
705	0.5068630969	0.1281755788
710	0.5074069599	0.1280973625
715	0.5078877366	0.1279880816
720	0.5086504375	0.1278360777
725	0.5090262438	0.127742102
730	0.5094163836	0.127646751
735	0.510038031	0.1275224679
740	0.5108933282	0.1273406991
745	0.5118174539	0.1272249959
750	0.5123206367	0.1271172544
755	0.5127253723	0.127046003
760	0.5130633325	0.1269759502
765	0.5134661115	0.126902314
770	0.5139086743	0.1268259525
775	0.5141857756	0.1267888315
780	0.5144600139	0.1267484679
785	0.5146621545	0.126716823
790	0.514960229	0.1266589462
795	0.5152514956	0.1265983062
800	0.5153925039	0.1265767932
805	0.5155271048	0.1265323162
810	0.5161716872	0.1264050932
815	0.5164612072	0.1263194577
820	0.5169699311	0.1261893327
825	0.5172586276	0.126145903
830	0.5173975402	0.1260963411
835	0.5176813347	0.126034187
840	0.5181023186	0.1259535102
845	0.5183754398	0.1258511186
850	0.5189479938	0.1257211702
855	0.5191178457	0.1257023321
860	0.5192718762	0.1257013606
865	0.5192552143	0.1257463548
870	0.5192743599	0.1257580892
875	0.5192602049	0.1257748579
880	0.51921434	0.1257651803
885	0.5192625151	0.1257725489
890	0.5192381573	0.1257593762
895	0.5192494688	0.1257718297
900	0.5192326788	0.1257623413
905	0.5192522583	0.1257702147
910	0.5192523281	0.1257603477
915	0.5192698629	0.1257684356
920	0.5192496176	0.1257584046
925	0.5192573743	0.1257693945
930	0.5192565094	0.1257599061
935	0.5192692628	0.125768852
940	0.5192546991	0.1257605244
945	0.5192812805	0.1257669846
950	0.5192635661	0.1257581018
955	0.5192710946	0.1257663789
960	0.5192706607	0.1257573447
965	0.5192791718	0.1257661013
970	0.519282996	0.125753774
975	0.5193005003	0.1257611174
980	0.5192993024	0.1257544679
985	0.5193158835	0.1257616852
990	0.51933323	0.1257518309
995	0.5193258419	0.1257607893
1000	0.5193218318	0.1257520832
1005	0.5193261688	0.1257594771
1010	0.5193276764	0.1257516921
1015	0.5193225058	0.1257589093
1020	0.5193421765	0.1257503546
1025	0.5193402068	0.1257582784
1030	0.5193420338	0.125748197
1035	0.51932964	0.1257559316
1040	0.5193453806	0.1257463548
1045	0.5193410632	0.1257554143
1050	0.5193322011	0.1257463927
1055	0.5193476436	0.1257540642
1060	0.5193570749	0.1257454464
1065	0.5193571331	0.1257547708
1070	0.519364203	0.125744601
1075	0.51936611	0.1257539128
1080	0.5193793619	0.1257437682
1085	0.5193633889	0.1257525374
1090	0.5193830072	0.1257445127
1095	0.5193751701	0.1257516164
1100	0.5193886171	0.1257392259
1105	0.5193970749	0.1257480582
1110	0.5194033008	0.1257408031
1115	0.5193996463	0.1257504555
1120	0.519404707	0.1257420396
1125	0.5194045197	0.1257499382
1130	0.5193977025	0.1257427084
1135	0.519409919	0.1257501527
1140	0.5194091162	0.1257392007
1145	0.5194091697	0.1257491812
1150	0.5194172895	0.1257391376
1155	0.5194144312	0.125747074
1160	0.5194294964	0.1257376613
1165	0.5194206499	0.1257462034
1170	0.5194291763	0.125738431
1175	0.519418981	0.1257456735
1180	0.5194173131	0.1257361977
1185	0.5194210585	0.1257447145
1190	0.5194282227	0.1257366898
1195	0.5194265053	0.1257436042
1200	0.5194350736	0.1257339139
1205	0.5194229849	0.12574315
1210	0.5194477047	0.125733548
1215	0.5194364543	0.1257427462
1220	0.5194512167	0.125733283
1225	0.5194432541	0.1257412826
1230	0.5194521448	0.1257327657
1235	0.5194402445	0.1257411438
1240	0.519454565	0.1257330054
1245	0.519445854	0.1257437304
1250	0.5194568204	0.1257329928
1255	0.5194541452	0.1257411312
1260	0.5194600312	0.1257334218
1265	0.5194638235	0.1257410807
1270	0.5194582083	0.1257332578
1275	0.5194607238	0.1257403236
1280	0.5194609088	0.1257317184
1285	0.5194520943	0.1257387843
1290	0.5194570216	0.1257319329
1295	0.5194612797	0.1257387086
1300	0.5194613703	0.1257308731
1305	0.5194651102	0.125737737
1310	0.5194682701	0.1257306207
1315	0.5194685881	0.125736021
1320	0.5194670268	0.1257297627
1325	0.5194668737	0.1257376613
1330	0.519470049	0.1257294851
1335	0.5194687364	0.1257370304
1340	0.5194687668	0.1257289173
1345	0.5194761402	0.1257360715
1350	0.5194728484	0.1257288543
1355	0.519470926	0.1257375604
1360	0.5194610246	0.1257302043
1365	0.5194797546	0.1257364248
1370	0.5194728388	0.1257291949
1375	0.5194820571	0.1257359327
1380	0.5194816314	0.1257293463
1385	0.5194924846	0.1257366645
1390	0.519484465	0.1257267976
1395	0.5194916766	0.1257346457
1400	0.5194833508	0.1257268859
1405	0.5194863698	0.125734242
1410	0.5194824097	0.1257275799
1415	0.5194834168	0.125735264
1420	0.5194816637	0.1257273401
1425	0.5194809526	0.1257333083
1430	0.5194786659	0.1257265831
1435	0.5194893292	0.1257342546
1440	0.5194818225	0.1257277313
1445	0.5194944107	0.1257339896
1450	0.5194810277	0.1257264695
1455	0.5194862276	0.1257323746
1460	0.519486341	0.1257260658
1465	0.5194887702	0.1257330307
1470	0.5194909432	0.1257258387
1475	0.5194967493	0.125731832
1480	0.5194900375	0.1257254349
1485	0.5194984107	0.1257317311
1490	0.519491894	0.1257236053
1495	0.5194948007	0.1257327531
1500	0.519497459	0.1257230249
1505	0.5194944394	0.1257297123
1510	0.5195035421	0.1257233151
1515	0.5194951173	0.1257311885
1520	0.5194931312	0.1257224319
1525	0.5194952738	0.1257305072
1530	0.5195016682	0.1257210314
1535	0.5195063921	0.1257315797
1540	0.5195072251	0.1257213973
1545	0.5195046963	0.125729687
1550	0.5195034365	0.1257211575
1555	0.5195015912	0.1257323619
1560	0.5195026264	0.1257217884
1565	0.5195054718	0.1257292833
1570	0.5195081178	0.1257233151
1575	0.5195016735	0.125731567
1580	0.5195014038	0.1257227221
1585	0.5194996506	0.1257298763
1590	0.5195018896	0.1257210944
1595	0.5194967061	0.1257292706
1600	0.5195012172	0.1257215865
1605	0.5194982929	0.1257281477
1610	0.5194995574	0.1257208926
1615	0.5195001255	0.1257289804
1620	0.519504509	0.125719593
1625	0.5194965138	0.125729851
1630	0.5195046664	0.1257205897
1635	0.5195003715	0.1257289047
1640	0.5195016139	0.1257200093
1645	0.5194979759	0.1257280089
1650	0.5195022863	0.1257211323
1655	0.519497067	0.1257292075
1660	0.5195021005	0.1257203626
1665	0.5194999633	0.1257280846
1670	0.5195041272	0.1257213973
1675	0.5194998982	0.1257291949
1680	0.5195057978	0.1257214477
1685	0.5195010557	0.1257292328
1690	0.5195057098	0.1257202491
1695	0.5195025692	0.1257278196
1700	0.5195066888	0.1257192144
1705	0.5195003492	0.1257278575
1710	0.5195026811	0.1257216749
1715	0.519496271	0.1257296744
1720	0.5195014773	0.1257198453
1725	0.5195058594	0.1257278827
1730	0.5195023212	0.1257203626
1735	0.5195008244	0.1257282612
1740	0.5195028942	0.1257214351
1745	0.5195045066	0.1257285767
1750	0.5195044167	0.1257196308
1755	0.5195010474	0.125728501
1760	0.5195076234	0.1257195803
1765	0.5195044934	0.125726949
1770	0.519506734	0.1257194163
1775	0.5195049864	0.1257272518
1780	0.5195042824	0.1257202365
1785	0.5195055134	0.1257269111
1790	0.5195027786	0.1257215108
1795	0.5195062017	0.1257275042
1800	0.5195056803	0.1257195551
1805	0.5195076493	0.1257269869
1810	0.5195054833	0.1257209052
1815	0.5195043307	0.1257270626
1820	0.5195062823	0.1257194037
1825	0.5195029702	0.1257275168
1830	0.5195065291	0.1257202365
1835	0.5195137696	0.1257268733
1840	0.5195119876	0.1257183564
1845	0.5195066239	0.1257264191
1850	0.5195136415	0.1257202743
1855	0.5195134425	0.1257267724
1860	0.5195126628	0.1257188359
1865	0.5195117111	0.1257268354
1870	0.519512961	0.1257201734
1875	0.5195122431	0.1257271635
1880	0.5195109408	0.1257202365
1885	0.5195073416	0.1257276556
1890	0.5195087578	0.12572035
1895	0.5195115993	0.1257257377
1900	0.519506542	0.1257174858
1905	0.5195078837	0.125727542
1910	0.5195115224	0.1257200724
1915	0.5195095109	0.1257272014
1920	0.5195120589	0.1257204888
1925	0.5195084856	0.125727113
1930	0.5195100445	0.1257201607
1935	0.5195080588	0.1257261793
1940	0.5195092661	0.1257204005
1945	0.5195067656	0.1257267976
1950	0.5195102182	0.1257201986
1955	0.5195081448	0.125725826
1960	0.5195091214	0.1257207916
1965	0.5195069103	0.1257263938
1970	0.5195104766	0.1257194415
1975	0.5195084967	0.1257265831
1980	0.5195121008	0.1257195172
1985	0.5195095926	0.1257259774
1990	0.5195108811	0.1257198832
1995	0.5195082207	0.1257270373
2000	0.5195101425	0.1257180031
2005	0.5195085115	0.1257261919
2010	0.5195093001	0.1257186593
2015	0.5195064744	0.1257254601
2020	0.519505826	0.1257189621
2025	0.5195092523	0.1257262424
2030	0.519506836	0.1257194794
2035	0.5195098339	0.1257265705
2040	0.519510201	0.1257186845
2045	0.5195082077	0.1257257503
2050	0.5195078591	0.1257195299
2055	0.519508468	0.1257261415
2060	0.5195103	0.1257185583
2065	0.5195113002	0.1257261541
2070	0.519516446	0.1257203626
2075	0.5195151014	0.1257285514
2080	0.5195260522	0.1257196182
2085	0.519525	0.12572464
2090	0.5195319088	0.1257194037
2095	0.5195296265	0.125726684
2100	0.5195307056	0.1257173849
2105	0.5195318361	0.1257257756
2110	0.5195268153	0.1257205014
2115	0.5195257154	0.1257264317
2120	0.5195292327	0.1257175363
2125	0.5195249605	0.1257268985
2130	0.5195245532	0.1257186593
2135	0.5195325101	0.1257254475
2140	0.5195324029	0.1257189116
2145	0.5195231404	0.1257254097
2150	0.519532636	0.1257159465
2155	0.5195286624	0.1257233151
2160	0.5195363317	0.1257165647
2165	0.5195303613	0.1257248671
2170	0.5195380538	0.1257170442
2175	0.5195288228	0.125725397
2180	0.5195427722	0.1257177382
2185	0.5195324836	0.1257241605
2190	0.5195377014	0.1257170064
2195	0.5195309524	0.1257255358
2200	0.5195405789	0.1257168171
2205	0.5195325922	0.12572223
2210	0.5195435257	0.1257157824
2215	0.519533978	0.1257243372
2220	0.5195401186	0.1257182303
2225	0.5195280642	0.1257247157
2230	0.5195387497	0.125715303
2235	0.5195315709	0.1257240091
2240	0.5195414137	0.1257182681
2245	0.5195299044	0.1257251068
2250	0.5195403038	0.1257163755
2255	0.5195314884	0.125725233
2260	0.519540352	0.1257164386
2265	0.5195316782	0.1257240091
2270	0.5195409395	0.1257170568
2275	0.5195354394	0.1257251447
2280	0.5195405041	0.1257168928
2285	0.519534466	0.1257237189
2290	0.5195440621	0.1257142053
2295	0.519532076	0.1257223184
2300	0.5195386861	0.1257155932
2305	0.5195285655	0.1257225076
2310	0.5195404891	0.125713486
2315	0.519539716	0.1257227978
2320	0.5195470209	0.1257147352
2325	0.5195393003	0.1257232142
2330	0.5195490238	0.1257158708
2335	0.5195459738	0.1257228988
2340	0.5195496129	0.1257156941
2345	0.5195428303	0.1257228609
2350	0.5195480588	0.125715202
2355	0.519547223	0.1257218767
2360	0.5195553933	0.1257147226
2365	0.5195472686	0.1257211449
2370	0.5195562235	0.1257136375
2375	0.5195437502	0.1257212711
2380	0.5195551486	0.1257142683
2385	0.5195430237	0.1257227978
2390	0.5195581463	0.1257138646
2395	0.5195480755	0.1257211197
2400	0.5195538338	0.1257135744
2405	0.5195536855	0.1257204131
2410	0.519558794	0.1257128426
2415	0.5195573034	0.1257216496
2420	0.5195676581	0.1257130192
2425	0.5195545652	0.1257190883
2430	0.5195635276	0.1257135744
2435	0.519559595	0.1257192523
2440	0.5195589772	0.1257105714
2445	0.5195469021	0.1257201607
2450	0.51955083	0.1257116944
2455	0.519549496	0.1257193911
2460	0.519562523	0.1257119341
2465	0.519554392	0.1257202112
2470	0.5195573758	0.1257116817
2475	0.5195553697	0.1257190378
2480	0.5195579615	0.1257122243
2485	0.519554891	0.1257188359
2490	0.5195590307	0.1257105588
2495	0.5195553508	0.1257194415
2500	0.5195580492	0.1257106597
2505	0.5195567946	0.125719656
2510	0.5195658517	0.1257103947
2515	0.5195599356	0.1257192397
2520	0.5195719914	0.125710319
2525	0.5195659096	0.1257190504
2530	0.5195682707	0.1257107733
2535	0.5195735664	0.1257200598
2540	0.5195685891	0.1257106345
2545	0.5195619717	0.1257187854
2550	0.5195711799	0.125711177
2555	0.5195704379	0.1257189495
2560	0.5195705773	0.1257099657
2565	0.519574165	0.1257181798
2570	0.5195701399	0.1257116186
2575	0.5195652073	0.1257189999
2580	0.5195697832	0.1257092465
2585	0.5195695386	0.1257191261
2590	0.5195717384	0.1257103317
2595	0.5195706603	0.125718041
2600	0.5195814846	0.1257102686
2605	0.5195728264	0.1257185583
2610	0.5195742524	0.1257094358
2615	0.5195703536	0.1257177886
2620	0.519575961	0.1257102559
2625	0.5195762875	0.1257176877
2630	0.5195794624	0.1257099153
2635	0.5195784832	0.1257188738
2640	0.5195804203	0.1257094232
2645	0.5195780124	0.1257191387
2650	0.5195842986	0.1257105588
2655	0.5195803193	0.1257192144
2660	0.5195817717	0.1257103064
2665	0.5195774839	0.1257178139
2670	0.5195846821	0.1257085904
2675	0.5195826746	0.1257175237
2680	0.5195912218	0.1257106219
2685	0.5195802369	0.1257176751
2690	0.5195819792	0.1257086157
2695	0.519581465	0.1257162367
