case:concept:name,rec_act,rec_res,any_first_batch_match_in_10,appears_anywhere_in_10,path_found_depth_le_200
201812007723,Pending Request for Reservation Closure,BOC,True,True,
201812007727,Pending Request for Reservation Closure,BOCSER,True,True,
201812007780,Request completed with account closure,BOCSER,True,True,
201812007788,Service closure Request with BO responsibility,BOC,True,True,
201812007839,Pending Request for Reservation Closure,BOCSER,True,True,
201812007853,Pending Request for Reservation Closure,BOCSER,True,True,
201812008090,Request completed with account closure,BOC,True,True,
201812008149,Pending Request for acquittance of heirs,BOC,True,True,
201812008346,Pending Request for acquittance of heirs,BOC,True,True,
201812008642,Evaluating Request (WITH registered letter),00147,True,True,
201812008657,Pending Request for Reservation Closure,SDCRAP,True,True,
201812008694,Pending Request for Reservation Closure,BOC,True,True,
201812008702,Service closure Request with BO responsibility,00829,True,True,
201812008708,Service closure Request with BO responsibility,00829,True,True,
201812008800,Service closure Request with BO responsibility,00849,True,True,
201812008953,Request completed with account closure,BOC,True,True,
201812009363,Pending Request for Reservation Closure,BOC,True,True,
201812009485,Pending Request for acquittance of heirs,BOC,True,True,
201812009515,Pending Request for Reservation Closure,BOCSER,True,True,
201812009556,Service closure Request with BO responsibility,00829,True,True,
201812009573,Pending Request for acquittance of heirs,BOC,True,True,
201812009645,Evaluating Request (WITH registered letter),00594,True,True,
201812009682,Pending Request for Reservation Closure,BOC,True,True,
201812009703,Pending Request for acquittance of heirs,BOC,True,True,
201812009725,Request completed with account closure,BOC,True,True,
201812009750,Service closure Request with BO responsibility,00829,True,True,
201812009753,Pending Request for Reservation Closure,SDCRAP,True,True,
20182005961,Pending Request for Reservation Closure,SDCRAP,True,True,
20182009106,Pending Request for Reservation Closure,BOC,True,True,
20183007131,Request completed with account closure,BOC,True,True,
20184001796,Pending Request for Reservation Closure,BOC,True,True,
20185003342,Pending Request for Reservation Closure,BOC,True,True,
20186002647,Request completed with account closure,BOC,True,True,
20186005840,Pending Request for Reservation Closure,BOC,True,True,
20186007767,Pending Request for Reservation Closure,SDCRAP,True,True,
20187001795,Service closure Request with BO responsibility,00829,True,True,
20187002397,Pending Request for Reservation Closure,BOC,True,True,
20187003190,Service closure Request with BO responsibility,00829,True,True,
20187003641,Pending Request for Reservation Closure,BOC,True,True,
20187006392,Pending Request for Reservation Closure,BOCSER,True,True,
20187006846,Pending Request for Reservation Closure,BOCSER,True,True,
20187007250,Pending Liquidation Request,BOC,True,True,
20187010782,Pending Request for Reservation Closure,BOC,True,True,
20188002087,Pending Request for Reservation Closure,BOCSER,True,True,
20188002441,Service closure Request with BO responsibility,00829,True,True,
20188002645,Evaluating Request (WITH registered letter),00767,True,True,
20188005486,Pending Request for Reservation Closure,BOC,True,True,
20189001829,Pending Request for Reservation Closure,BOC,True,True,
20189003084,Service closure Request with BO responsibility,00842,True,True,
20189003486,Pending Request for Reservation Closure,SDCRAP,True,True,
20189004803,Pending Request for Reservation Closure,BOC,True,True,
20189006540,Request completed with account closure,BOC,True,True,
20189007102,Service closure Request with BO responsibility,00829,True,True,
20189007821,Pending Request for Reservation Closure,BOC,True,True,
20189007982,Pending Request for Reservation Closure,BOC,True,True,
20189008206,Pending Request for Reservation Closure,BOC,True,True,
20189009645,Pending Request for Reservation Closure,BOC,True,True,
20191000037,Request completed with account closure,BOC,True,True,
20191000127,Pending Request for Reservation Closure,SDCRAP,True,True,
20191000242,Pending Request for Reservation Closure,BOC,True,True,
20191000255,Service closure Request with BO responsibility,00829,True,True,
20191000260,Pending Request for Reservation Closure,BOC,True,True,
20191000269,Service closure Request with BO responsibility,00829,True,True,
20191000366,Service closure Request with BO responsibility,BOC,True,True,
20191000380,Request completed with account closure,BOC,True,True,
20191000382,Pending Request for Reservation Closure,BOC,True,True,
20191000433,Pending Request for Reservation Closure,BOC,True,True,
20191000490,Pending Request for Reservation Closure,BOC,True,True,
20191000535,Pending Request for Reservation Closure,BOC,True,True,
20191000546,Pending Request for Reservation Closure,BOC,True,True,
20191000553,Pending Liquidation Request,BOC,True,True,
20191000568,Pending Request for Reservation Closure,SDCRAP,True,True,
20191000676,Pending Request for Reservation Closure,BOC,True,True,
20191000751,Pending Request for Reservation Closure,BOC,True,True,
20191000782,Pending Request for Reservation Closure,BOC,True,True,
20191000845,Pending Request for Reservation Closure,BOCSER,True,True,
20191000920,Pending Liquidation Request,BOC,True,True,
20191000928,Request completed with account closure,BOC,True,True,
20191000957,Service closure Request with BO responsibility,00848,True,True,
20191001061,Pending Request for Reservation Closure,BOCSER,True,True,
20191001073,Request completed with account closure,BOC,True,True,
20191001178,Request completed with account closure,BOC,True,True,
20191001209,Pending Request for Reservation Closure,SDCRAP,True,True,
20191001270,Request completed with account closure,BOCSER,True,True,
20191001457,Pending Request for Reservation Closure,BOCSER,True,True,
20191001560,Authorization Requested,00501,True,True,
20191001584,Pending Request for Reservation Closure,BOC,True,True,
20191001595,Service closure Request with BO responsibility,00849,True,True,
20191001604,Request completed with account closure,BOC,True,True,
20191001611,Request completed with account closure,BOC,True,True,
20191001699,Service closure Request with network responsibility,00465,True,True,
20191001826,Service closure Request with BO responsibility,00829,True,True,
20191001846,Pending Request for Reservation Closure,BOCSER,True,True,
20191001877,Pending Request for Reservation Closure,BOC,True,True,
20191001909,Pending Request for Reservation Closure,BOC,True,True,
20191001991,Request completed with account closure,BOC,True,True,
20191001992,Pending Request for Reservation Closure,SDCTCC,True,True,
20191002027,Pending Request for Reservation Closure,BOCSER,True,True,
20191002029,Pending Request for acquittance of heirs,BOC,True,True,
20191002074,Request completed with account closure,BOC,True,True,
20191002078,Request completed with account closure,BOC,True,True,
20191002091,Pending Request for acquittance of heirs,BOC,True,True,
20191002111,Pending Request for Reservation Closure,SDCRAP,True,True,
20191002163,Pending Liquidation Request,BOC,True,True,
20191002211,Service closure Request with BO responsibility,00829,True,True,
20191002216,Service closure Request with BO responsibility,00829,True,True,
20191002277,Request completed with account closure,BOC,True,True,
20191002297,Service closure Request with BO responsibility,00829,True,True,
20191002394,Pending Request for Reservation Closure,BOC,True,True,
20191002483,Evaluating Request (WITH registered letter),00441,True,True,
20191002503,Pending Request for Reservation Closure,BOC,True,True,
20191002511,Pending Liquidation Request,BOCSER,True,True,
20191002521,Pending Liquidation Request,BOCSER,True,True,
20191002534,Pending Request for Reservation Closure,BOC,True,True,
20191002537,Service closure Request with BO responsibility,00829,True,True,
20191002706,Service closure Request with BO responsibility,00829,True,True,
20191002742,Pending Liquidation Request,BOC,True,True,
20191002745,Pending Request for Reservation Closure,BOC,True,True,
20191002751,Request completed with account closure,BOCSER,True,True,
20191002759,Pending Request for Reservation Closure,BOC,True,True,
20191002920,Service closure Request with BO responsibility,00842,True,True,
20191002939,Pending Request for Reservation Closure,BOC,True,True,
20191002953,Pending Request for Reservation Closure,BOC,True,True,
20191002956,Service closure Request with BO responsibility,00829,True,True,
20191002981,Pending Request for Reservation Closure,BOC,True,True,
20191003000,Pending Request for Reservation Closure,BOC,True,True,
20191003019,Service closure Request with BO responsibility,00829,True,True,
20191003043,Pending Request for Reservation Closure,BOC,True,True,
20191003077,Pending Request for Reservation Closure,BOC,True,True,
20191003263,Service closure Request with BO responsibility,00829,True,True,
20191003312,Request completed with account closure,BOC,True,True,
20191003315,Pending Request for Reservation Closure,BOC,True,True,
20191003440,Pending Request for Reservation Closure,BOC,True,True,
20191003465,Pending Request for Reservation Closure,BOCSER,True,True,
20191003502,Service closure Request with BO responsibility,00829,True,True,
20191003540,Service closure Request with BO responsibility,00829,True,True,
20191003568,Pending Liquidation Request,BOC,True,True,
20191003594,Pending Liquidation Request,BOC,True,True,
20191003680,Request completed with account closure,BOC,True,True,
20191003699,Pending Request for Reservation Closure,BOC,True,True,
20191003724,Pending Request for Reservation Closure,BOCSER,True,True,
20191003755,Service closure Request with BO responsibility,00829,True,True,
20191003756,Pending Request for Reservation Closure,BOCSER,True,True,
20191003759,Request completed with account closure,BOC,True,True,
20191003785,Pending Request for Reservation Closure,BOCSER,True,True,
20191003861,Request completed with account closure,BOC,True,True,
20191003909,Pending Liquidation Request,BOC,True,True,
20191003938,Pending Request for Reservation Closure,BOC,True,True,
20191004011,Pending Request for Reservation Closure,BOC,True,True,
20191004025,Pending Request for Reservation Closure,BOCSER,True,True,
20191004038,Request completed with account closure,BOC,True,True,
20191004043,Pending Request for Reservation Closure,BOC,True,True,
20191004048,Authorization Requested,00595,True,True,
20191004109,Request completed with account closure,BOC,True,True,
20191004146,Service closure Request with BO responsibility,00829,True,True,
20191004208,Service closure Request with BO responsibility,00829,True,True,
20191004220,Pending Request for Reservation Closure,SDCRAP,True,True,
20191004224,Pending Request for Reservation Closure,BOC,True,True,
20191004227,Request completed with account closure,BOC,True,True,
20191004251,Pending Request for Reservation Closure,BOCSER,True,True,
20191004267,Service closure Request with BO responsibility,00829,True,True,
20191004286,Authorization Requested,00384,True,True,
20191004364,Service closure Request with BO responsibility,00829,True,True,
20191004374,Authorization Requested,00501,True,True,
20191004402,Request completed with account closure,BOC,True,True,
20191004432,Request completed with account closure,BOC,True,True,
20191004440,Pending Request for Reservation Closure,BOC,True,True,
20191004500,Request completed with account closure,BOC,True,True,
20191004550,Service closure Request with BO responsibility,00849,True,True,
20191004556,Pending Request for Reservation Closure,BOC,True,True,
20191004566,Service closure Request with BO responsibility,00849,True,True,
20191004680,Pending Request for Reservation Closure,BOC,True,True,
20191004710,Request completed with account closure,BOC,True,True,
20191004805,Pending Request for Reservation Closure,BOC,True,True,
20191004843,Service closure Request with BO responsibility,00837,True,True,
20191004854,Pending Request for Reservation Closure,BOC,True,True,
20191004869,Service closure Request with BO responsibility,00835,True,True,
20191004891,Pending Request for Reservation Closure,BOC,True,True,
20191004909,Pending Request for Reservation Closure,BOC,True,True,
20191004957,Request completed with account closure,BOC,True,True,
20191004983,Pending Request for Reservation Closure,BOC,True,True,
20191005120,Pending Request for Reservation Closure,BOC,True,True,
20191005134,Pending Request for Reservation Closure,BOC,True,True,
20191005248,Request completed with account closure,BOC,True,True,
20191005294,Request completed with account closure,BOC,True,True,
20191005303,Pending Request for Reservation Closure,BOC,True,True,
20191005314,Pending Request for Reservation Closure,BOC,True,True,
20191005347,Service closure Request with BO responsibility,00829,True,True,
20191005360,Authorization Requested,00501,True,True,
20191005375,Pending Request for Reservation Closure,BOC,True,True,
20191005395,Request completed with account closure,BOC,True,True,
20191005409,Pending Request for Reservation Closure,BOC,True,True,
20191005427,Pending Request for acquittance of heirs,BOC,True,True,
20191005428,Service closure Request with network responsibility,00767,True,True,
20191005462,Pending Request for Reservation Closure,BOC,True,True,
20191005480,Authorization Requested,00495,True,True,
20191005537,Request completed with account closure,BOCSER,True,True,
20191005557,Pending Request for Reservation Closure,BOC,True,True,
20191005567,Request completed with account closure,BOCSER,True,True,
20191005632,Request completed with account closure,BOCSER,True,True,
20191005637,Evaluating Request (WITH registered letter),00594,True,True,
20191005681,Pending Request for acquittance of heirs,BOC,True,True,
20191005698,Pending Request for Reservation Closure,BOC,True,True,
20191005733,Pending Request for Reservation Closure,BOC,True,True,
20191005769,Service closure Request with BO responsibility,00829,True,True,
20191005838,Service closure Request with BO responsibility,00842,True,True,
20191005903,Request completed with account closure,BOC,True,True,
20191005922,Pending Liquidation Request,BOCSER,True,True,
20191005924,Service closure Request with BO responsibility,00835,True,True,
20191005966,Pending Request for Reservation Closure,BOC,True,True,
20191006023,Pending Request for Reservation Closure,BOC,True,True,
20191006058,Service closure Request with BO responsibility,00828,True,True,
20191006064,Request completed with account closure,BOC,True,True,
20191006077,Pending Request for Reservation Closure,BOCSER,True,True,
20191006078,Pending Request for Reservation Closure,BOC,True,True,
20191006098,Authorization Requested,00147,True,True,
20191006110,Pending Request for Reservation Closure,BOC,True,True,
20191006142,Pending Request for Reservation Closure,BOCSER,True,True,
20191006145,Pending Request for Reservation Closure,BOC,True,True,
20191006188,Service closure Request with BO responsibility,00835,True,True,
20191006203,Service closure Request with BO responsibility,00842,True,True,
20191006207,Service closure Request with network responsibility,00137,True,True,
20191006210,Service closure Request with BO responsibility,00842,True,True,
20191006217,Pending Request for Reservation Closure,BOC,True,True,
20191006233,Pending Request for Reservation Closure,BOCSER,True,True,
20191006273,Service closure Request with BO responsibility,00829,True,True,
20191006292,Request completed with account closure,BOC,True,True,
20191006301,Request completed with account closure,BOCSER,True,True,
20191006309,Pending Request for Reservation Closure,BOC,True,True,
20191006333,Service closure Request with BO responsibility,00842,True,True,
20191006358,Pending Request for Reservation Closure,BOC,True,True,
20191006382,Pending Request for Reservation Closure,BOC,True,True,
20191006394,Service closure Request with BO responsibility,00829,True,True,
20191006436,Request completed with account closure,BOC,True,True,
20191006502,Evaluating Request (WITH registered letter),00147,True,True,
20191006520,Service closure Request with BO responsibility,00829,True,True,
20191006539,Pending Request for Reservation Closure,BOC,True,True,
20191006585,Service closure Request with BO responsibility,00842,True,True,
20191006608,Pending Request for Reservation Closure,BOC,True,True,
20191006655,Pending Request for Reservation Closure,BOCSER,True,True,
20191006661,Request completed with account closure,BOCSER,True,True,
20191006747,Evaluating Request (WITH registered letter),00849,True,True,
20191006756,Pending Request for Reservation Closure,BOC,True,True,
20191006771,Service closure Request with BO responsibility,00829,True,True,
20191006784,Service closure Request with BO responsibility,00829,True,True,
20191006788,Pending Request for Reservation Closure,BOCSER,True,True,
20191006789,Request completed with account closure,BOC,True,True,
20191006870,Pending Request for Reservation Closure,BOC,True,True,
20191006871,Service closure Request with BO responsibility,00829,True,True,
20191006880,Pending Request for Reservation Closure,BOCSER,True,True,
20191006886,Pending Request for acquittance of heirs,BOC,True,True,
20191006920,Evaluating Request (WITH registered letter),00849,True,True,
20191006922,Request completed with account closure,BOC,True,True,
20191006956,Service closure Request with BO responsibility,00829,True,True,
20191006987,Service closure Request with BO responsibility,00829,True,True,
20191007056,Service closure Request with BO responsibility,00848,True,True,
20191007068,Request completed with account closure,BOC,True,True,
20191007079,Pending Request for Reservation Closure,BOC,True,True,
20191007149,Request completed with account closure,BOC,True,True,
20191007166,Request completed with account closure,BOC,True,True,
20191007291,Request completed with account closure,BOC,True,True,
20191007305,Pending Request for Reservation Closure,BOC,True,True,
20191007344,Request completed with account closure,BOC,True,True,
20191007413,Pending Request for Reservation Closure,BOC,True,True,
20191007453,Pending Request for Reservation Closure,BOC,True,True,
20191007463,Request completed with account closure,BOCSER,True,True,
20191007469,Pending Request for Reservation Closure,BOCSER,True,True,
20191007472,Service closure Request with network responsibility,00501,True,True,
20191007481,Pending Request for Reservation Closure,SDCRAP,True,True,
20191007501,Pending Request for Reservation Closure,BOCSER,True,True,
20191007510,Service closure Request with BO responsibility,00842,True,True,
20191007558,Pending Request for Reservation Closure,BOC,True,True,
20191007560,Pending Request for Reservation Closure,BOC,True,True,
20191007564,Request completed with account closure,BOC,True,True,
20191007570,Request completed with account closure,BOC,True,True,
20191007587,Request completed with account closure,BOC,True,True,
20191007597,Service closure Request with BO responsibility,00829,True,True,
20191007623,Request completed with account closure,BOC,True,True,
20191007651,Pending Request for Reservation Closure,BOC,True,True,
20191007666,Request completed with account closure,BOC,True,True,
20191007668,Request completed with account closure,BOC,True,True,
20191007674,Pending Liquidation Request,BOC,True,True,
20191007718,Service closure Request with BO responsibility,00850,True,True,
20191007810,Request completed with account closure,BOC,True,True,
20191007859,Service closure Request with BO responsibility,00829,True,True,
20191007866,Pending Request for acquittance of heirs,BOC,True,True,
20191007873,Request completed with account closure,BOC,True,True,
20191007894,Pending Request for Reservation Closure,BOC,True,True,
20191007895,Request completed with account closure,BOC,True,True,
20191007901,Pending Request for Reservation Closure,SDCTCC,True,True,
20191007903,Service closure Request with network responsibility,00501,True,True,
20191007908,Pending Request for Reservation Closure,BOC,True,True,
20191007911,Request completed with account closure,BOC,True,True,
20191007912,Pending Request for Reservation Closure,BOC,True,True,
20191007948,Pending Request for Reservation Closure,BOC,True,True,
20191007964,Request completed with account closure,BOC,True,True,
20191007970,Request completed with account closure,BOC,True,True,
20191007975,Request completed with account closure,BOC,True,True,
20191007993,Request completed with account closure,BOC,True,True,
20191008000,Service closure Request with BO responsibility,00829,True,True,
20191008019,Service closure Request with BO responsibility,00829,True,True,
20191008041,Pending Request for acquittance of heirs,BOC,True,True,
20191008066,Pending Request for Reservation Closure,BOC,True,True,
20191008071,Service closure Request with BO responsibility,00837,True,True,
20191008074,Request completed with account closure,BOC,True,True,
20191008076,Request completed with account closure,BOC,True,True,
20191008079,Service closure Request with BO responsibility,00837,True,True,
20191008080,Authorization Requested,00501,True,True,
20191008096,Request completed with account closure,BOC,True,True,
20191008111,Pending Request for Reservation Closure,BOC,True,True,
20191008116,Pending Request for Reservation Closure,BOC,True,True,
20191008140,Pending Request for Reservation Closure,BOC,True,True,
20191008155,Pending Liquidation Request,BOC,True,True,
20191008169,Pending Request for Reservation Closure,BOCSER,True,True,
20191008273,Pending Request for Reservation Closure,BOCSER,True,True,
20191008283,Service closure Request with BO responsibility,00837,True,True,
20191008295,Pending Liquidation Request,BOC,True,True,
20191008323,Service closure Request with BO responsibility,00849,True,True,
20191008334,Service closure Request with BO responsibility,00842,True,True,
20191008335,Request completed with account closure,BOC,True,True,
20191008349,Request completed with account closure,BOC,True,True,
20191008358,Pending Liquidation Request,BOC,True,True,
20191008359,Request completed with account closure,BOC,True,True,
20191008362,Request completed with account closure,BOC,True,True,
20191008363,Pending Request for Reservation Closure,BOC,True,True,
20191008378,Pending Request for Reservation Closure,BOC,True,True,
20191008380,Pending Request for Reservation Closure,BOC,True,True,
20191008388,Request completed with account closure,BOC,True,True,
20191008393,Request completed with account closure,BOC,True,True,
20191008402,Request completed with account closure,BOC,True,True,
20191008415,Pending Request for Reservation Closure,BOC,True,True,
20191008420,Authorization Requested,00501,True,True,
20191008442,Request completed with account closure,BOCSER,True,True,
20191008443,Pending Request for Reservation Closure,BOC,True,True,
20191008445,Request completed with account closure,BOC,True,True,
20191008446,Pending Liquidation Request,BOCSER,True,True,
20191008456,Request completed with account closure,BOC,True,True,
20191008469,Request completed with account closure,BOC,True,True,
20191008473,Pending Request for Reservation Closure,BOCSER,True,True,
20191008481,Pending Request for Reservation Closure,BOCSER,True,True,
20191008500,Pending Request for Reservation Closure,BOC,True,True,
20191008537,Service closure Request with BO responsibility,00835,True,True,
20191008564,Service closure Request with BO responsibility,00837,True,True,
20191008566,Pending Request for Reservation Closure,BOC,True,True,
20191008612,Request completed with account closure,BOC,True,True,
20191008645,Authorization Requested,00594,True,True,
20191008646,Service closure Request with BO responsibility,00842,True,True,
20191008668,Pending Request for Reservation Closure,BOCSER,True,True,
20191008691,Request completed with account closure,BOC,True,True,
20191008693,Pending Liquidation Request,BOC,True,True,
20191008720,Service closure Request with BO responsibility,00835,True,True,
20191008742,Pending Request for Reservation Closure,BOC,True,True,
20191008751,Request completed with account closure,BOC,True,True,
20191008755,Service closure Request with BO responsibility,00829,True,True,
20191008774,Service closure Request with BO responsibility,00842,True,True,
20191008797,Pending Request for Reservation Closure,BOC,True,True,
20191008808,Request completed with account closure,BOC,True,True,
20191008812,Pending Request for Reservation Closure,BOC,True,True,
20191008816,Request completed with account closure,BOC,True,True,
20191008827,Pending Request for Reservation Closure,BOC,True,True,
20191008833,Service closure Request with BO responsibility,00829,True,True,
20191008838,Pending Request for Reservation Closure,BOC,True,True,
20191008840,Request completed with account closure,BOC,True,True,
20191008846,Pending Request for Reservation Closure,BOC,True,True,
20191008862,Pending Request for Reservation Closure,BOC,True,True,
20191008891,Evaluating Request (WITH registered letter),00594,True,True,
20191008913,Service closure Request with BO responsibility,00829,True,True,
20191008924,Service closure Request with BO responsibility,00829,True,True,
20191008932,Pending Request for acquittance of heirs,BOC,True,True,
20191008940,Pending Request for Reservation Closure,SDCRAP,True,True,
20191008960,Pending Request for Reservation Closure,BOCSER,True,True,
20191008965,Pending Liquidation Request,BOC,True,True,
20191008973,Pending Request for Reservation Closure,BOC,True,True,
20191008981,Service closure Request with BO responsibility,00829,True,True,
20191008983,Request completed with account closure,BOCSER,True,True,
20191008985,Pending Request for Reservation Closure,BOC,True,True,
20191008989,Service closure Request with BO responsibility,00829,True,True,
20191008994,Pending Request for Reservation Closure,BOCSER,True,True,
20191008995,Service closure Request with BO responsibility,00829,True,True,
20191009007,Request completed with account closure,BOC,True,True,
20191009021,Pending Request for Reservation Closure,BOC,True,True,
20191009058,Service closure Request with BO responsibility,00829,True,True,
20191009071,Request completed with account closure,BOC,True,True,
20191009078,Service closure Request with network responsibility,00767,True,True,
20191009080,Pending Request for Reservation Closure,BOCSER,True,True,
20191009081,Pending Request for Reservation Closure,BOC,True,True,
20191009087,Request completed with account closure,BOC,True,True,
20191009105,Pending Request for Reservation Closure,BOC,True,True,
20191009106,Service closure Request with BO responsibility,00829,True,True,
20191009120,Service closure Request with BO responsibility,00835,True,True,
20191009140,Authorization Requested,00501,True,True,
20191009168,Evaluating Request (WITH registered letter),00057,True,True,
20191009183,Pending Request for Reservation Closure,BOCSER,True,True,
20191009224,Authorization Requested,00590,True,True,
20191009239,Pending Request for Reservation Closure,BOC,True,True,
20191009269,Request completed with account closure,BOC,True,True,
20191009273,Request completed with account closure,BOC,True,True,
20191009284,Request completed with account closure,BOC,True,True,
20191009285,Pending Request for Reservation Closure,BOC,True,True,
20191009303,Service closure Request with BO responsibility,00835,True,True,
20191009316,Request completed with account closure,BOC,True,True,
20191009322,Pending Request for Reservation Closure,BOC,True,True,
20191009331,Request completed with account closure,BOC,True,True,
20191009378,Authorization Requested,00147,True,True,
20191009379,Service closure Request with BO responsibility,00842,True,True,
20191009382,Authorization Requested,00147,True,True,
20191009391,Request completed with account closure,BOCSER,True,True,
20191009423,Request completed with account closure,BOC,True,True,
20191009426,Evaluating Request (WITH registered letter),00147,True,True,
20191009436,Pending Liquidation Request,BOC,True,True,
20191009437,Pending Request for Reservation Closure,BOCSER,True,True,
20191009442,Request completed with account closure,BOC,True,True,
20191009443,Request completed with account closure,BOC,True,True,
20191009445,Request completed with account closure,BOC,True,True,
20191009465,Pending Request for Reservation Closure,BOC,True,True,
