case:concept:name,concept:name,org:resource,start:timestamp,time:timestamp,case:RequestedAmount,case:ApplicationType = New credit,case:ApplicationType = Limit raise,EventOrigin = Application,EventOrigin = Offer,EventOrigin = Workflow,Action = Created,Action = statechange,Action = Deleted,"case:LoanGoal = Other, see explanation",case:LoanGoal = Car,case:LoanGoal = Not speficied,case:LoanGoal = Home improvement,case:LoanGoal = Unknown,case:LoanGoal = Caravan / Camper,case:LoanGoal = Existing loan takeover,case:LoanGoal = Extra spending limit,case:LoanGoal = Motorcycle,case:LoanGoal = Boat,case:LoanGoal = Remaining debt home,case:LoanGoal = Tax payments,case:LoanGoal = Business goal,case:LoanGoal = Debt restructuring
Application_1008663678,O_Created,User_44,2016-10-19 16:17:19.499000+00:00,2016-10-19 16:17:20.093000+00:00,5000.0,,,,,,,,,,,,,,,,,,,,,,
Application_1008663678,O_Sent (mail and online),User_44,2016-10-19 16:17:20.093000+00:00,2016-10-19 16:19:13.037000+00:00,5000.0,,,,,,,,,,,,,,,,,,,,,,
Application_1008663678,A_Complete,User_44,2016-10-19 16:19:13.037000+00:00,2016-10-19 16:19:13.060000+00:00,5000.0,,,,,,,,,,,,,,,,,,,,,,
Application_1008663678,A_Validating,User_119,2016-10-19 16:19:13.060000+00:00,2016-10-25 07:55:27.194000+00:00,5000.0,,,,,,,,,,,,,,,,,,,,,,
Application_1008663678,W_Validate application,User_119,2016-10-25 07:55:27.194000+00:00,2016-10-25 08:08:51.662000+00:00,5000.0,,,,,,,,,,,,,,,,,,,,,,
Application_1008663678,A_Incomplete,User_119,2016-10-25 08:08:51.662000+00:00,2016-10-25 08:08:51.683000+00:00,5000.0,,,,,,,,,,,,,,,,,,,,,,
Application_1008663678,O_Returned,User_119,2016-10-25 08:08:51.683000+00:00,2016-10-25 08:09:15.870000+00:00,5000.0,,,,,,,,,,,,,,,,,,,,,,
Application_1008663678,A_Validating,User_119,2016-10-25 08:09:15.870000+00:00,2016-10-28 07:51:03.002000+00:00,5000.0,,,,,,,,,,,,,,,,,,,,,,
Application_1008663678,O_Accepted,User_129,2016-10-28 07:51:03.002000+00:00,2016-10-31 11:15:03.002000+00:00,5000.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1008663678,A_Pending,User_27,2016-10-31 11:15:03.002000+00:00,2016-10-31 11:15:03.002000+00:00,5000.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1008663678,A_Incomplete,User_30,2016-10-31 23:10:46.284000+00:00,2016-10-31 23:10:46.284000+00:00,5000.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1008663678,A_Validating,User_126,2016-10-31 23:10:46.284000+00:00,2016-11-18 08:19:46.284000+00:00,5000.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1008663678,O_Returned,User_119,2016-11-18 08:19:46.284000+00:00,2016-11-18 08:19:46.284000+00:00,5000.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1008663678,W_Validate application,User_118,2016-11-18 08:19:46.284000+00:00,2016-11-18 08:25:46.284000+00:00,5000.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1008663678,A_Incomplete,User_75,2016-11-18 08:25:46.284000+00:00,2016-11-18 08:27:46.284000+00:00,5000.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1008663678,A_Validating,User_118,2016-11-18 08:27:46.284000+00:00,2016-11-22 07:30:46.284000+00:00,5000.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1008663678,O_Returned,User_100,2016-11-22 07:30:46.284000+00:00,2016-11-22 07:30:46.284000+00:00,5000.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1008663678,A_Denied,User_29,2016-11-22 07:30:46.284000+00:00,2016-11-24 06:43:46.284000+00:00,5000.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1008663678,O_Refused,User_109,2016-11-24 06:43:46.284000+00:00,2016-11-24 06:43:46.284000+00:00,5000.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1008663678,W_Assess potential fraud,User_143,2016-11-24 06:43:46.284000+00:00,2016-11-24 06:43:46.284000+00:00,5000.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1012600292,A_Create Application,User_1,2016-10-17 22:05:20.295000+00:00,2016-10-17 22:05:20.295000+00:00,19500.0,,,,,,,,,,,,,,,,,,,,,,
Application_1012600292,A_Submitted,User_1,2016-10-17 22:05:20.295000+00:00,2016-10-17 22:05:21.081000+00:00,19500.0,,,,,,,,,,,,,,,,,,,,,,
Application_1012600292,A_Concept,User_1,2016-10-17 22:05:21.081000+00:00,2016-10-17 22:06:36.245000+00:00,19500.0,,,,,,,,,,,,,,,,,,,,,,
Application_1012600292,A_Accepted,User_84,2016-10-17 22:06:36.245000+00:00,2016-10-20 07:40:21.323000+00:00,19500.0,,,,,,,,,,,,,,,,,,,,,,
Application_1012600292,O_Create Offer,User_84,2016-10-20 07:40:21.323000+00:00,2016-10-20 07:41:37.594000+00:00,19500.0,,,,,,,,,,,,,,,,,,,,,,
Application_1012600292,O_Created,User_84,2016-10-20 07:41:37.594000+00:00,2016-10-20 07:41:38.151000+00:00,19500.0,,,,,,,,,,,,,,,,,,,,,,
Application_1012600292,O_Sent (mail and online),User_84,2016-10-20 07:41:38.151000+00:00,2016-10-20 07:41:57.151000+00:00,19500.0,,,,,,,,,,,,,,,,,,,,,,
Application_1012600292,W_Complete application,User_84,2016-10-20 07:41:57.151000+00:00,2016-10-20 07:41:57.162000+00:00,19500.0,,,,,,,,,,,,,,,,,,,,,,
Application_1012600292,A_Complete,User_84,2016-10-20 07:41:57.162000+00:00,2016-10-20 07:41:57.173000+00:00,19500.0,,,,,,,,,,,,,,,,,,,,,,
Application_1012600292,A_Cancelled,User_1,2016-10-20 07:41:57.173000+00:00,2016-11-19 14:31:57.173000+00:00,19500.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1012600292,O_Cancelled,User_84,2016-11-19 14:31:57.173000+00:00,2016-11-19 14:31:57.173000+00:00,19500.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_101285063,A_Create Application,User_1,2016-10-10 14:23:58.484000+00:00,2016-10-10 14:23:58.484000+00:00,10250.0,,,,,,,,,,,,,,,,,,,,,,
Application_101285063,A_Submitted,User_1,2016-10-10 14:23:58.484000+00:00,2016-10-10 14:23:59.290000+00:00,10250.0,,,,,,,,,,,,,,,,,,,,,,
Application_101285063,W_Handle leads,User_61,2016-10-10 14:23:59.290000+00:00,2016-10-10 17:23:42.891000+00:00,10250.0,,,,,,,,,,,,,,,,,,,,,,
Application_101285063,A_Concept,User_61,2016-10-10 17:23:42.891000+00:00,2016-10-10 17:23:42.902000+00:00,10250.0,,,,,,,,,,,,,,,,,,,,,,
Application_101285063,A_Accepted,User_66,2016-10-10 17:23:42.902000+00:00,2016-10-12 08:42:26.302000+00:00,10250.0,,,,,,,,,,,,,,,,,,,,,,
Application_101285063,O_Create Offer,User_66,2016-10-12 08:42:26.302000+00:00,2016-10-12 08:58:15.113000+00:00,10250.0,,,,,,,,,,,,,,,,,,,,,,
Application_101285063,O_Created,User_66,2016-10-12 08:58:15.113000+00:00,2016-10-12 08:58:15.674000+00:00,10250.0,,,,,,,,,,,,,,,,,,,,,,
Application_101285063,O_Create Offer,User_66,2016-10-12 08:58:15.674000+00:00,2016-10-12 08:59:12.069000+00:00,10250.0,,,,,,,,,,,,,,,,,,,,,,
Application_101285063,O_Created,User_66,2016-10-12 08:59:12.069000+00:00,2016-10-12 08:59:12.634000+00:00,10250.0,,,,,,,,,,,,,,,,,,,,,,
Application_101285063,O_Sent (mail and online),User_66,2016-10-12 08:59:12.634000+00:00,2016-10-12 09:02:38.964000+00:00,10250.0,,,,,,,,,,,,,,,,,,,,,,
Application_101285063,O_Sent (mail and online),User_66,2016-10-12 09:02:38.964000+00:00,2016-10-12 09:02:38.966000+00:00,10250.0,,,,,,,,,,,,,,,,,,,,,,
Application_101285063,W_Complete application,User_66,2016-10-12 09:02:38.966000+00:00,2016-10-12 09:02:38.979000+00:00,10250.0,,,,,,,,,,,,,,,,,,,,,,
Application_101285063,A_Complete,User_66,2016-10-12 09:02:38.979000+00:00,2016-10-12 09:02:38.989000+00:00,10250.0,,,,,,,,,,,,,,,,,,,,,,
Application_101285063,A_Validating,User_29,2016-10-12 09:02:38.989000+00:00,2016-10-17 13:12:38.989000+00:00,10250.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_101285063,O_Returned,User_118,2016-10-17 13:12:38.989000+00:00,2016-10-17 13:12:38.989000+00:00,10250.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_101285063,A_Incomplete,User_90,2016-10-17 13:12:38.989000+00:00,2016-10-17 13:12:38.989000+00:00,10250.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_101285063,A_Validating,User_126,2016-10-17 13:12:38.989000+00:00,2016-10-18 11:22:38.989000+00:00,10250.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_101285063,O_Returned,User_119,2016-10-18 11:22:38.989000+00:00,2016-10-18 11:22:38.989000+00:00,10250.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_101285063,A_Incomplete,User_87,2016-10-18 11:22:38.989000+00:00,2016-10-18 11:22:38.989000+00:00,10250.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_101285063,A_Validating,User_125,2016-10-18 11:22:38.989000+00:00,2016-10-19 10:43:38.989000+00:00,10250.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_101285063,O_Accepted,User_119,2016-10-19 10:43:38.989000+00:00,2016-10-19 11:24:38.989000+00:00,10250.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_101285063,A_Pending,User_30,2016-10-19 11:24:38.989000+00:00,2016-10-19 11:24:38.989000+00:00,10250.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
