case_id,n_valid_pairs,method,pop_size,n_generations,time_s,hv_ratio,igd,n_front_points
Application_894382241,266,nsga2,50.0,2.0,0.05620145797729492,0.8358182990939473,0.052185467571616684,3
Application_894382241,266,nsga2,50.0,3.0,0.11086463928222656,0.8807180704848891,0.026658929390603485,5
Application_894382241,266,nsga2,50.0,4.0,0.14351820945739746,0.9104599792209648,0.017489301803829096,8
Application_894382241,266,nsga2,60.0,2.0,0.08041810989379883,0.8330584442992309,0.03630670065803324,6
Application_894382241,266,nsga2,60.0,3.0,0.12576866149902344,0.9460156295741468,0.02974824106594077,5
Application_894382241,266,nsga2,60.0,4.0,0.3040628433227539,0.9729415170193549,0.020676130061022393,7
Application_894382241,266,nsga2,75.0,2.0,0.07127213478088379,0.9370465443602317,0.02174346213149639,6
Application_894382241,266,nsga2,75.0,3.0,0.10841870307922363,0.9986787385758582,0.0024941553301236,7
Application_894382241,266,nsga2,75.0,4.0,0.20637035369873047,1.0,0.0,7
Application_1538042026,335,exhaustive,,,0.03368020057678223,1.0,0.0,10
Application_1538042026,335,nsga2,50.0,2.0,0.04946756362915039,0.7940286820200939,0.0319402100944373,7
Application_1538042026,335,nsga2,50.0,3.0,0.09516096115112305,0.9513427581168081,0.018927663173680435,9
Application_1538042026,335,nsga2,50.0,4.0,0.11940169334411621,0.9781274774725887,0.011917345433045474,9
Application_1538042026,335,nsga2,60.0,2.0,0.09694647789001465,0.8270548352141688,0.01830447691711814,7
Application_1538042026,335,nsga2,60.0,3.0,0.12946581840515137,0.8674951257896606,0.0125952270291813,7
Application_1538042026,335,nsga2,60.0,4.0,0.13769197463989258,0.8674951257896606,0.0125952270291813,7
Application_1538042026,335,nsga2,75.0,2.0,0.06355142593383789,0.8895821770946811,0.026306037630724994,9
Application_1538042026,335,nsga2,75.0,3.0,0.11913824081420898,0.9795158729797838,0.011429351612764456,8
Application_1538042026,335,nsga2,75.0,4.0,0.15828299522399902,0.9855087080139726,0.009867998069995405,8
Application_918979468,335,exhaustive,,,0.034255027770996094,1.0,0.0,8
Application_918979468,335,nsga2,50.0,2.0,0.0626678466796875,0.37349109267140945,0.05442976242074117,6
Application_918979468,335,nsga2,50.0,3.0,0.09476327896118164,0.6898566341711371,0.06717473689157313,7
Application_918979468,335,nsga2,50.0,4.0,0.1360924243927002,0.7092332555638282,0.03116693963978064,8
Application_918979468,335,nsga2,60.0,2.0,0.06357765197753906,0.8988152509110506,0.02059193276994288,5
Application_918979468,335,nsga2,60.0,3.0,0.09582281112670898,0.9287884226568894,0.01208368183896947,6
Application_918979468,335,nsga2,60.0,4.0,0.22684121131896973,0.9287884226568894,0.01208368183896947,6
Application_918979468,335,nsga2,75.0,2.0,0.0994257926940918,0.887483446506783,0.03779520777685126,7
Application_918979468,335,nsga2,75.0,3.0,0.1138160228729248,0.9240586757654153,0.016834706448444748,6
Application_918979468,335,nsga2,75.0,4.0,0.15191888809204102,0.9117383300446056,0.016764184646137003,5
Application_1107974200,393,exhaustive,,,0.03538680076599121,1.0,0.0,10
Application_1107974200,393,nsga2,50.0,2.0,0.06563544273376465,0.5618631773326267,0.04067188153410174,7
Application_1107974200,393,nsga2,50.0,3.0,0.0789029598236084,0.6919670017816343,0.030828257656900403,6
Application_1107974200,393,nsga2,50.0,4.0,0.1512753963470459,0.6920932074546439,0.023211692540882706,7
Application_1107974200,393,nsga2,60.0,2.0,0.04768967628479004,0.7457729667510562,0.04043778180397661,8
Application_1107974200,393,nsga2,60.0,3.0,0.11147952079772949,0.6922274713690818,0.025879570665820934,7
Application_1107974200,393,nsga2,60.0,4.0,0.12783169746398926,0.863137568993397,0.027497066148505576,6
Application_1107974200,393,nsga2,75.0,2.0,0.07975625991821289,0.8270190105812564,0.034839632778208715,6
Application_1107974200,393,nsga2,75.0,3.0,0.11887264251708984,0.8478472190897419,0.02452347327736868,7
Application_1107974200,393,nsga2,75.0,4.0,0.1581401824951172,0.9986970244617336,0.015867904642941504,7
Application_1785650204,393,exhaustive,,,0.045226097106933594,1.0,0.0,7
Application_1785650204,393,nsga2,50.0,2.0,0.06378650665283203,0.555857929229781,0.05159584573706712,12
Application_1785650204,393,nsga2,50.0,3.0,0.10548734664916992,0.7063534080155934,0.05023107193384304,10
Application_1785650204,393,nsga2,50.0,4.0,0.13090944290161133,0.7294251793971291,0.04652452070664629,8
Application_1785650204,393,nsga2,60.0,2.0,0.06191110610961914,0.6065682420294447,0.04360099846835212,8
Application_1785650204,393,nsga2,60.0,3.0,0.09557557106018066,0.6896861785065038,0.042389264458018126,8
Application_1785650204,393,nsga2,60.0,4.0,0.14351177215576172,0.7223215221261038,0.035334757373426506,9
Application_1785650204,393,nsga2,75.0,2.0,0.07341361045837402,0.6523647615965863,0.039909166873353975,9
Application_1785650204,393,nsga2,75.0,3.0,0.18539166450500488,0.9668693039221956,0.010858862530684035,8
Application_1785650204,393,nsga2,75.0,4.0,0.18414545059204102,0.9755416782653472,0.008685019702415173,8
Application_864148389,393,exhaustive,,,0.042083024978637695,1.0,0.0,13
Application_864148389,393,nsga2,50.0,2.0,0.059952497482299805,0.6999888878875252,0.038709639623736476,9
Application_864148389,393,nsga2,50.0,3.0,0.07947063446044922,0.9467459110323149,0.017140987251802443,9
Application_864148389,393,nsga2,50.0,4.0,0.1251225471496582,0.9525523260048178,0.014578645394380484,10
Application_864148389,393,nsga2,60.0,2.0,0.05864834785461426,0.7211645134477227,0.026843395441418633,10
Application_864148389,393,nsga2,60.0,3.0,0.07951903343200684,0.725460821308287,0.020014549126428048,12
Application_864148389,393,nsga2,60.0,4.0,0.12793231010437012,0.9495382851384416,0.007891401646628115,13
Application_864148389,393,nsga2,75.0,2.0,0.06377863883972168,0.8375512256987765,0.03877417638181198,11
Application_864148389,393,nsga2,75.0,3.0,0.11182856559753418,0.8687193196919664,0.021951724439686286,10
Application_864148389,393,nsga2,75.0,4.0,0.15071511268615723,0.8687193196919664,0.021951724439686286,10
Application_2046683533,411,exhaustive,,,0.045517921447753906,1.0,0.0,12
Application_2046683533,411,nsga2,50.0,2.0,0.057019710540771484,0.3588841581226354,0.028920897892605532,8
Application_2046683533,411,nsga2,50.0,3.0,0.09529852867126465,0.9377215663566745,0.007816126998502626,7
Application_2046683533,411,nsga2,50.0,4.0,0.12767624855041504,0.9494240985034476,0.002937466376535986,10
Application_2046683533,411,nsga2,60.0,2.0,0.06348419189453125,0.973974218169563,0.012089723772112662,9
Application_2046683533,411,nsga2,60.0,3.0,0.09730386734008789,0.9739857053514358,0.012089723772112662,9
Application_2046683533,411,nsga2,60.0,4.0,0.1894984245300293,0.9752584084980157,0.004870157250964257,9
Application_2046683533,411,nsga2,75.0,2.0,0.0639791488647461,0.9796216838888886,0.012029700484208353,9
Application_2046683533,411,nsga2,75.0,3.0,0.11073970794677734,0.9768888401935358,0.007852995772044052,10
Application_2046683533,411,nsga2,75.0,4.0,0.16478657722473145,0.980322162828199,0.0035757858944789477,11
Application_1108553853,433,exhaustive,,,0.06261992454528809,1.0,0.0,7
Application_1108553853,433,nsga2,50.0,2.0,0.09989666938781738,0.8616246580791121,0.03426596946300633,8
Application_1108553853,433,nsga2,50.0,3.0,0.16096115112304688,0.8675680921440483,0.03207560008131479,9
Application_1108553853,433,nsga2,50.0,4.0,0.12956476211547852,0.8694370126552753,0.024628942619356387,10
Application_1108553853,433,nsga2,60.0,2.0,0.06327033042907715,0.8663456871323809,0.024991045217443813,8
Application_1108553853,433,nsga2,60.0,3.0,0.09516286849975586,0.8680786321118248,0.024628942619356387,11
Application_1108553853,433,nsga2,60.0,4.0,0.1275768280029297,0.8713102365892046,0.024295812136391204,12
Application_1108553853,433,nsga2,75.0,2.0,0.07945537567138672,0.9524401390850219,0.015037814125269706,8
Application_1108553853,433,nsga2,75.0,3.0,0.11192584037780762,0.9809054280477557,0.01863962769549769,6
Application_1108553853,433,nsga2,75.0,4.0,0.1505413055419922,0.9999999257200914,0.0011146498877472638,7
Application_132220187,433,exhaustive,,,0.03589630126953125,1.0,0.0,5
Application_132220187,433,nsga2,50.0,2.0,0.06684207916259766,0.8898488044992388,0.03892852708596482,6
Application_132220187,433,nsga2,50.0,3.0,0.07992124557495117,0.8934937558593539,0.03202444970158026,7
Application_132220187,433,nsga2,50.0,4.0,0.12768220901489258,0.8959248429401152,0.022959287509942732,6
Application_132220187,433,nsga2,60.0,2.0,0.06574654579162598,0.8904369513496058,0.027909030797086766,5
Application_132220187,433,nsga2,60.0,3.0,0.13747763633728027,0.8904369513496058,0.027909030797086766,5
Application_132220187,433,nsga2,60.0,4.0,0.19036483764648438,0.8904369513496058,0.027909030797086766,5
Application_132220187,433,nsga2,75.0,2.0,0.0735018253326416,0.8963074691920407,0.03064581233897152,6
Application_132220187,433,nsga2,75.0,3.0,0.1433401107788086,0.8963485430666859,0.02394921312513258,7
Application_132220187,433,nsga2,75.0,4.0,0.1662900447845459,0.8963485430666859,0.02394921312513258,7
Application_1639814791,433,exhaustive,,,0.05293846130371094,1.0,0.0,3
Application_1639814791,433,nsga2,50.0,2.0,0.08097648620605469,0.7241403198272236,0.08846451230063564,9
Application_1639814791,433,nsga2,50.0,3.0,0.1908435821533203,0.7242173370407283,0.08846451230063564,10
Application_1639814791,433,nsga2,50.0,4.0,0.17336297035217285,0.7561289993318041,0.0778228984292369,11
Application_1639814791,433,nsga2,60.0,2.0,0.06207728385925293,0.6788242182776791,0.08846451230063564,9
Application_1639814791,433,nsga2,60.0,3.0,0.0957949161529541,0.744297324119756,0.05985223977715723,10
Application_1639814791,433,nsga2,60.0,4.0,0.14397764205932617,0.8034366917791466,0.05985223977715723,12
Application_1639814791,433,nsga2,75.0,2.0,0.07990527153015137,0.9570106630881952,0.10671330435016474,3
Application_1639814791,433,nsga2,75.0,3.0,0.1184682846069336,0.9568897120989571,0.025247749110004575,5
Application_1639814791,433,nsga2,75.0,4.0,0.1632554531097412,0.9569657547841989,0.025247749110004575,7
Application_1906109703,433,exhaustive,,,0.038141727447509766,1.0,0.0,10
Application_1906109703,433,nsga2,50.0,2.0,0.06487846374511719,0.8002609730558167,0.03702979452416582,8
Application_1906109703,433,nsga2,50.0,3.0,0.09567809104919434,0.8522087108640399,0.0321212881669448,7
Application_1906109703,433,nsga2,50.0,4.0,0.12766218185424805,0.8660083350733774,0.00471442810089944,9
Application_1906109703,433,nsga2,60.0,2.0,0.06315088272094727,0.8307078166697078,0.04015715979836,11
Application_1906109703,433,nsga2,60.0,3.0,0.09620070457458496,0.9407441750628424,0.014540981903996048,7
Application_1906109703,433,nsga2,60.0,4.0,0.13761615753173828,0.9540638108861352,0.0063150729316889444,8
Application_1906109703,433,nsga2,75.0,2.0,0.06348490715026855,0.8896181317091829,0.039993865728791864,7
Application_1906109703,433,nsga2,75.0,3.0,0.10538029670715332,0.9955234462074246,0.012843373890922046,7
Application_1906109703,433,nsga2,75.0,4.0,0.14794492721557617,0.9955235244755604,0.012837325322620826,7
Application_2092228035,433,exhaustive,,,0.07401800155639648,1.0,0.0,4
Application_2092228035,433,nsga2,50.0,2.0,0.133256196975708,0.8494695194988942,0.07217618060837988,8
Application_2092228035,433,nsga2,50.0,3.0,0.24221038818359375,0.862848097987159,0.06462047319448613,7
Application_2092228035,433,nsga2,50.0,4.0,0.26400232315063477,0.9597155231795838,0.014962848920850634,5
Application_2092228035,433,nsga2,60.0,2.0,0.087493896484375,0.8898833037364461,0.051943527840885725,5
Application_2092228035,433,nsga2,60.0,3.0,0.12801575660705566,0.9210212461626027,0.013354885590049608,4
Application_2092228035,433,nsga2,60.0,4.0,0.15032052993774414,0.9211508224479789,0.013354885590049608,6
Application_2092228035,433,nsga2,75.0,2.0,0.07131052017211914,0.9210212866267086,0.011972776894828318,4
Application_2092228035,433,nsga2,75.0,3.0,0.12708282470703125,0.9216691767280667,0.011972776894828318,5
Application_2092228035,433,nsga2,75.0,4.0,0.18491911888122559,1.0,0.0,4
Application_462882090,433,exhaustive,,,0.04435372352600098,1.0,0.0,10
Application_462882090,433,nsga2,50.0,2.0,0.06465005874633789,0.9413288312249628,0.05128300348525498,8
Application_462882090,433,nsga2,50.0,3.0,0.0870063304901123,0.9644271086689427,0.01655339766251329,6
Application_462882090,433,nsga2,50.0,4.0,0.15634369850158691,0.9648007429101123,0.008729571682224945,8
Application_462882090,433,nsga2,60.0,2.0,0.0721900463104248,0.9965036310844645,0.03831309285589613,4
Application_462882090,433,nsga2,60.0,3.0,0.1331329345703125,0.996504613530558,0.027026632395223304,5
Application_462882090,433,nsga2,60.0,4.0,0.1349341869354248,0.996504613530558,0.027026632395223304,5
Application_462882090,433,nsga2,75.0,2.0,0.06311416625976562,0.944677943869056,0.04117500288993024,9
Application_462882090,433,nsga2,75.0,3.0,0.11713767051696777,0.9695303471210722,0.032051426203617804,8
Application_462882090,433,nsga2,75.0,4.0,0.13556694984436035,0.9797231671853512,0.025556138107626736,7
Application_75877971,433,exhaustive,,,0.03908562660217285,1.0,0.0,8
Application_75877971,433,nsga2,50.0,2.0,0.06515884399414062,0.7167103018804059,0.04765639546474704,9
Application_75877971,433,nsga2,50.0,3.0,0.14841699600219727,0.7767478824564432,0.03282530409493314,10
Application_75877971,433,nsga2,50.0,4.0,0.19891095161437988,0.7772196773903862,0.029633598941405038,13
Application_75877971,433,nsga2,60.0,2.0,0.05234169960021973,0.8712475728936998,0.03834701614155186,11
Application_75877971,433,nsga2,60.0,3.0,0.09599184989929199,0.893954665915561,0.030716721010542358,14
Application_75877971,433,nsga2,60.0,4.0,0.14309430122375488,0.9450258552542591,0.01999311386162458,13
Application_75877971,433,nsga2,75.0,2.0,0.06936240196228027,0.802304967492054,0.02955934678720064,10
Application_75877971,433,nsga2,75.0,3.0,0.1317744255065918,0.9711896088856935,0.01614746418759634,8
Application_75877971,433,nsga2,75.0,4.0,0.15929698944091797,0.9829763662248499,0.003541480770586275,8
Application_1353848792,445,exhaustive,,,0.03893733024597168,1.0,0.0,9
Application_1353848792,445,nsga2,50.0,2.0,0.06315755844116211,0.7656781934122727,0.0479771757704762,9
Application_1353848792,445,nsga2,50.0,3.0,0.10523796081542969,0.9576127439653489,0.018814632729042026,5
Application_1353848792,445,nsga2,50.0,4.0,0.12334775924682617,0.9576127439653489,0.018814632729042026,5
Application_1353848792,445,nsga2,60.0,2.0,0.06368470191955566,0.5712633543924631,0.03805894535910201,10
Application_1353848792,445,nsga2,60.0,3.0,0.09453153610229492,0.8136835282160969,0.03153728072564549,7
Application_1353848792,445,nsga2,60.0,4.0,0.14612245559692383,0.9243013612394069,0.02419443362039914,7
Application_1353848792,445,nsga2,75.0,2.0,0.07191991806030273,0.8878208396633935,0.015196783427236845,8
Application_1353848792,445,nsga2,75.0,3.0,0.10616278648376465,0.971286086846515,0.00769815284200949,8
Application_1353848792,445,nsga2,75.0,4.0,0.15233492851257324,0.9712861388392652,0.007442030019511623,8
Application_1767608602,456,exhaustive,,,0.03971433639526367,1.0,0.0,5
Application_1767608602,456,nsga2,50.0,2.0,0.06202197074890137,0.9989289613277978,0.16857871042543998,2
Application_1767608602,456,nsga2,50.0,3.0,0.09669256210327148,0.9989289613277978,0.16857871042543998,2
Application_1767608602,456,nsga2,50.0,4.0,0.14955377578735352,0.9989289613277978,0.16857871042543998,2
Application_1767608602,456,nsga2,60.0,2.0,0.12015414237976074,0.9606484386600629,0.1606210384679959,3
Application_1767608602,456,nsga2,60.0,3.0,0.14138221740722656,0.9989289613277978,0.16857871042543998,2
Application_1767608602,456,nsga2,60.0,4.0,0.1343848705291748,0.9989289613277978,0.16857871042543998,2
Application_1767608602,456,nsga2,75.0,2.0,0.07995319366455078,0.9989290702906006,0.14721805672735747,3
Application_1767608602,456,nsga2,75.0,3.0,0.11138486862182617,0.9989290702906006,0.14721805672735747,3
Application_1767608602,456,nsga2,75.0,4.0,0.1589813232421875,0.9989290702906006,0.14721805672735747,3
Application_104406636,513,exhaustive,,,0.042021751403808594,1.0,0.0,8
Application_104406636,513,nsga2,50.0,2.0,0.04710125923156738,0.7953333472910232,0.023877432027908936,6
Application_104406636,513,nsga2,50.0,3.0,0.10225200653076172,0.7958586575332237,0.023877432027908936,7
Application_104406636,513,nsga2,50.0,4.0,0.13650751113891602,0.9166312078145262,0.012360060477511457,10
Application_104406636,513,nsga2,60.0,2.0,0.06732773780822754,0.8978643859733138,0.02853701063782882,8
Application_104406636,513,nsga2,60.0,3.0,0.10791206359863281,0.9157998853904458,0.014371857703463387,8
Application_104406636,513,nsga2,60.0,4.0,0.13328814506530762,0.9164305200817318,0.014371857703463387,8
Application_104406636,513,nsga2,75.0,2.0,0.07701396942138672,0.79396070585606,0.0375970086661227,7
Application_104406636,513,nsga2,75.0,3.0,0.12033867835998535,0.859549802894002,0.023913259339483104,7
Application_104406636,513,nsga2,75.0,4.0,0.15499615669250488,0.8888436983970502,0.011794788265090946,9
Application_1248970009,513,exhaustive,,,0.04008817672729492,1.0,0.0,6
Application_1248970009,513,nsga2,50.0,2.0,0.05525469779968262,0.6444726960948749,0.04293495080237708,6
Application_1248970009,513,nsga2,50.0,3.0,0.08318924903869629,0.753469408861776,0.02307333424701948,8
Application_1248970009,513,nsga2,50.0,4.0,0.16394567489624023,0.8312948278783676,0.017715062687333492,7
Application_1248970009,513,nsga2,60.0,2.0,0.07961821556091309,0.7518698137820553,0.04746002936871652,8
Application_1248970009,513,nsga2,60.0,3.0,0.2120974063873291,0.7529573822943201,0.034064885751544934,10
Application_1248970009,513,nsga2,60.0,4.0,0.19084501266479492,0.9683695120802844,0.01067076453042625,10
Application_1248970009,513,nsga2,75.0,2.0,0.07022285461425781,0.6345867652277422,0.04383175593891375,10
Application_1248970009,513,nsga2,75.0,3.0,0.09263896942138672,0.7652332489145124,0.02762287299667247,7
Application_1248970009,513,nsga2,75.0,4.0,0.14267539978027344,0.864479006378349,0.017715062687333492,9
Application_140466456,513,exhaustive,,,0.029770374298095703,1.0,0.0,7
Application_140466456,513,nsga2,50.0,2.0,0.06512761116027832,0.528336157256106,0.059423941271008605,5
Application_140466456,513,nsga2,50.0,3.0,0.07938790321350098,0.8101385682040936,0.01840185920215601,7
Application_140466456,513,nsga2,50.0,4.0,0.1271989345550537,0.8101385682040936,0.01840185920215601,7
Application_140466456,513,nsga2,60.0,2.0,0.06324934959411621,0.6484837028843334,0.05955968505749544,6
Application_140466456,513,nsga2,60.0,3.0,0.11098814010620117,0.833504629424347,0.028800537164340535,7
Application_140466456,513,nsga2,60.0,4.0,0.14170122146606445,0.833504629424347,0.028800537164340535,7
Application_140466456,513,nsga2,75.0,2.0,0.06104302406311035,0.575221298495261,0.06920593969040635,5
Application_140466456,513,nsga2,75.0,3.0,0.11145639419555664,0.7394183001656716,0.03197069893087674,11
Application_140466456,513,nsga2,75.0,4.0,0.1431121826171875,0.8501277343914356,0.016166554263414613,10
Application_1609027595,513,exhaustive,,,0.04608726501464844,1.0,0.0,12
Application_1609027595,513,nsga2,50.0,2.0,0.07346582412719727,0.907855769236753,0.02208854263498211,8
Application_1609027595,513,nsga2,50.0,3.0,0.08745288848876953,0.9453220459838366,0.01913804657848386,8
Application_1609027595,513,nsga2,50.0,4.0,0.12676525115966797,0.9474152975602073,0.015696297685751037,9
Application_1609027595,513,nsga2,60.0,2.0,0.06342124938964844,0.7161214170975733,0.032004269659324305,7
Application_1609027595,513,nsga2,60.0,3.0,0.09524822235107422,0.9453627091788319,0.020184801199543537,8
Application_1609027595,513,nsga2,60.0,4.0,0.14319157600402832,0.9734798648064485,0.008131770528949303,9
Application_1609027595,513,nsga2,75.0,2.0,0.10132312774658203,0.8902227136887352,0.03496097515935223,9
Application_1609027595,513,nsga2,75.0,3.0,0.16798996925354004,0.890222720146823,0.03496097515935223,9
Application_1609027595,513,nsga2,75.0,4.0,0.15336203575134277,0.9520203688632267,0.025620766457005974,8
Application_1781081103,513,exhaustive,,,0.07369804382324219,1.0,0.0,10
Application_1781081103,513,nsga2,50.0,2.0,0.061070919036865234,0.8562298861948965,0.046916149264226804,7
Application_1781081103,513,nsga2,50.0,3.0,0.09176921844482422,0.8653643078632126,0.0487177965485441,5
Application_1781081103,513,nsga2,50.0,4.0,0.13141965866088867,0.9005218082993104,0.03267520264009471,6
Application_1781081103,513,nsga2,60.0,2.0,0.04788970947265625,0.7785166403554697,0.05004312059846021,5
Application_1781081103,513,nsga2,60.0,3.0,0.11187577247619629,0.7839995526025679,0.04944527915139204,6
Application_1781081103,513,nsga2,60.0,4.0,0.12706828117370605,0.7839995526025679,0.04944527915139204,6
Application_1781081103,513,nsga2,75.0,2.0,0.06392216682434082,0.9581529678639416,0.03418188496926829,7
Application_1781081103,513,nsga2,75.0,3.0,0.11091446876525879,0.976023032333467,0.02058712859728969,10
Application_1781081103,513,nsga2,75.0,4.0,0.14401745796203613,0.997291460345091,0.0009735073082162527,10
Application_1978331738,513,exhaustive,,,0.04330325126647949,1.0,0.0,6
Application_1978331738,513,nsga2,50.0,2.0,0.046668052673339844,0.6503218172729957,0.05017777627530772,9
Application_1978331738,513,nsga2,50.0,3.0,0.10022401809692383,0.7818414989013708,0.020918551203094243,8
Application_1978331738,513,nsga2,50.0,4.0,0.13701343536376953,0.8950903903929728,0.014321197045998983,8
Application_1978331738,513,nsga2,60.0,2.0,0.08547258377075195,0.7949634294088819,0.04642527838411495,8
Application_1978331738,513,nsga2,60.0,3.0,0.10983395576477051,0.8134179988022137,0.03856136011300008,12
Application_1978331738,513,nsga2,60.0,4.0,0.13321471214294434,0.8146885705961224,0.03856136011300008,11
Application_1978331738,513,nsga2,75.0,2.0,0.0692300796508789,0.7522805158825328,0.042251026689701904,8
Application_1978331738,513,nsga2,75.0,3.0,0.1305854320526123,0.8182382245310925,0.01976990910187312,8
Application_1978331738,513,nsga2,75.0,4.0,0.2673506736755371,0.9576120776325038,0.03687043435692965,4
Application_232254008,513,exhaustive,,,0.0400848388671875,1.0,0.0,9
Application_232254008,513,nsga2,50.0,2.0,0.05504441261291504,0.940062899566935,0.02154745055204575,8
Application_232254008,513,nsga2,50.0,3.0,0.09818267822265625,0.956394191917407,0.011536938192353753,7
Application_232254008,513,nsga2,50.0,4.0,0.14184188842773438,0.9927963132215337,0.005587269858493683,7
Application_232254008,513,nsga2,60.0,2.0,0.06910157203674316,0.7504627655902067,0.03723462437544378,7
Application_232254008,513,nsga2,60.0,3.0,0.11730217933654785,0.7562164911665492,0.026371332382548567,7
Application_232254008,513,nsga2,60.0,4.0,0.13498783111572266,0.8057011294305672,0.02368160935163887,8
Application_232254008,513,nsga2,75.0,2.0,0.06387543678283691,0.9114128227154152,0.035761593355107445,7
Application_232254008,513,nsga2,75.0,3.0,0.11078023910522461,0.9588066599240492,0.01924143749320989,6
Application_232254008,513,nsga2,75.0,4.0,0.18883419036865234,0.9597743583515012,0.019029940694424492,7
Application_447138954,513,exhaustive,,,0.061223506927490234,1.0,0.0,7
Application_447138954,513,nsga2,50.0,2.0,0.05951523780822754,0.7190432999035401,0.07860270447147151,7
Application_447138954,513,nsga2,50.0,3.0,0.07993960380554199,0.7479313297831662,0.0574551478561537,8
Application_447138954,513,nsga2,50.0,4.0,0.11077094078063965,0.7633323593339192,0.05170401087006536,9
Application_447138954,513,nsga2,60.0,2.0,0.06368708610534668,0.831175923258019,0.048457405753899944,6
Application_447138954,513,nsga2,60.0,3.0,0.11126852035522461,0.9514104054787128,0.025529037659551286,5
Application_447138954,513,nsga2,60.0,4.0,0.12738561630249023,0.9514105886602213,0.012658535501531792,6
Application_447138954,513,nsga2,75.0,2.0,0.06406736373901367,0.8389817304751571,0.06541958719277409,6
Application_447138954,513,nsga2,75.0,3.0,0.11132621765136719,0.9407715102948602,0.07606611499166148,5
Application_447138954,513,nsga2,75.0,4.0,0.14318418502807617,0.9999998168184915,0.012870502158019494,6
Application_609719509,513,exhaustive,,,0.05739140510559082,1.0,0.0,6
Application_609719509,513,nsga2,50.0,2.0,0.10556674003601074,0.8648346723340187,0.11294016045988824,5
Application_609719509,513,nsga2,50.0,3.0,0.1152043342590332,0.8655838605046408,0.09736618872866898,7
Application_609719509,513,nsga2,50.0,4.0,0.13936662673950195,0.8719884452619541,0.09550022713466409,7
Application_609719509,513,nsga2,60.0,2.0,0.06316423416137695,0.634681498229909,0.08513445478678622,8
Application_609719509,513,nsga2,60.0,3.0,0.11830735206604004,0.8779749901156505,0.10753200977159112,5
Application_609719509,513,nsga2,60.0,4.0,0.14928841590881348,0.8911036242778949,0.09621891246506396,4
Application_609719509,513,nsga2,75.0,2.0,0.07929635047912598,0.8306318399276966,0.08015045124388975,6
Application_609719509,513,nsga2,75.0,3.0,0.12464094161987305,0.8757993041038828,0.053942280062906446,7
Application_609719509,513,nsga2,75.0,4.0,0.18012118339538574,0.9258301155320529,0.014360551654367497,9
Application_825284974,513,exhaustive,,,0.04191136360168457,1.0,0.0,8
Application_825284974,513,nsga2,50.0,2.0,0.06264376640319824,0.6563108152721135,0.04976067951541478,7
