case:concept:name,concept:name,org:resource,start:timestamp,time:timestamp,CLOSURE_REASON = 1 - Client lost,CLOSURE_REASON = NotDef,CLOSURE_REASON = 4 - Open new bank account. Same dip,CLOSURE_REASON = 2 - Keep bank account. Same dip,CLOSURE_REASON = 7 - Keep other relationships. Same dip,CLOSURE_REASON = 3 - Keep bank account. Different dip,CLOSURE_REASON = 8 - Keep other relationships. Different dip,CLOSURE_REASON = 6 - Relationship changed,CLOSURE_REASON = 5 - Open new bank account. Different dip,CLOSURE_TYPE = Client Recess,CLOSURE_TYPE = Inheritance,CLOSURE_TYPE = Bank Recess,CLOSURE_TYPE = Porting,CLOSURE_TYPE = NotDef
201810002650,Pending Liquidation Request,BOC,2019-01-24 08:51:56+00:00,2019-01-25 14:36:56+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
201810002650,Request completed with account closure,BOC,2019-01-25 14:36:56+00:00,2019-01-25 14:36:56+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
201810006512,Request created,SB34,2018-10-17 13:14:58+00:00,2018-10-17 13:16:00+00:00,,,,,,,,,,,,,,
201810006512,Service closure Request with network responsibility,NotDef,2018-10-17 13:16:00+00:00,2019-01-30 16:44:08+00:00,,,,,,,,,,,,,,
201810006512,Authorization Requested,00624,2019-01-30 16:44:08+00:00,2019-01-30 16:45:20+00:00,,,,,,,,,,,,,,
201810006512,Pending Request for Reservation Closure,BOC,2019-01-30 16:45:20+00:00,2019-01-30 16:45:20+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
201810006512,Pending Liquidation Request,BOC,2019-01-30 16:45:20+00:00,2019-02-01 08:37:20+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
201810006512,Request completed with account closure,BOC,2019-02-01 08:37:20+00:00,2019-02-01 08:37:20+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
201810008108,Request created,DT06,2018-10-22 10:24:28+00:00,2018-10-22 10:24:53+00:00,,,,,,,,,,,,,,
201810008108,Service closure Request with network responsibility,NotDef,2018-10-22 10:24:53+00:00,2018-10-22 10:25:16+00:00,,,,,,,,,,,,,,
201810008108,Authorization Requested,00927,2018-10-22 10:25:16+00:00,2019-01-30 13:38:56+00:00,,,,,,,,,,,,,,
201810008108,Service closure Request with BO responsibility,BOC,2019-01-30 13:38:56+00:00,2019-01-30 14:35:12+00:00,,,,,,,,,,,,,,
201810008108,Pending Request for Reservation Closure,BOC,2019-01-30 14:35:12+00:00,2019-01-30 14:39:12+00:00,,,,,,,,,,,,,,
201810008108,Request completed with account closure,BOC,2019-01-30 14:39:12+00:00,2019-01-30 14:39:12+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201810008268,Request created,00244,2018-10-22 11:45:32+00:00,2018-10-22 11:46:15+00:00,,,,,,,,,,,,,,
201810008268,Service closure Request with BO responsibility,00829,2018-10-22 11:46:15+00:00,2018-10-23 14:57:15+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201810008268,Pending Request for Reservation Closure,BOC,2018-10-23 14:57:15+00:00,2018-10-23 14:59:15+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201810008268,Pending Liquidation Request,BOC,2018-10-23 14:59:15+00:00,2018-10-25 08:04:15+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201810008268,Request completed with account closure,BOC,2018-10-25 08:04:15+00:00,2018-10-25 08:04:15+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201810008485,Request created,00079,2018-10-22 15:38:12+00:00,2018-10-22 15:39:43+00:00,,,,,,,,,,,,,,
201810008485,Service closure Request with network responsibility,NotDef,2018-10-22 15:39:43+00:00,2018-10-22 15:42:17+00:00,,,,,,,,,,,,,,
201810008485,Authorization Requested,00044,2018-10-22 15:42:17+00:00,2018-10-22 15:55:17+00:00,,,,,,,,,,,,,,
201810008485,Service closure Request with BO responsibility,BOC,2018-10-22 15:55:17+00:00,2018-10-25 12:11:54+00:00,,,,,,,,,,,,,,
201810008485,Network Adjustment Requested,00044,2018-10-25 12:11:54+00:00,2018-11-06 16:29:01+00:00,,,,,,,,,,,,,,
201810008485,Service closure Request with BO responsibility,BOC,2018-11-06 16:29:01+00:00,2018-11-12 15:35:57+00:00,,,,,,,,,,,,,,
201810008485,Pending Request for Reservation Closure,BOC,2018-11-12 15:35:57+00:00,2018-11-12 15:37:57+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
201810008485,Pending Liquidation Request,BOC,2018-11-12 15:37:57+00:00,2018-11-14 03:38:57+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
201810008485,Request completed with account closure,BOC,2018-11-14 03:38:57+00:00,2018-11-14 03:38:57+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
201810008899,Request created,00574,2018-10-23 11:50:33+00:00,2018-10-23 11:51:02+00:00,,,,,,,,,,,,,,
201810008899,Service closure Request with network responsibility,NotDef,2018-10-23 11:51:02+00:00,2019-01-16 10:46:03+00:00,,,,,,,,,,,,,,
201810008899,Authorization Requested,00000,2019-01-16 10:46:03+00:00,2019-01-21 13:13:06+00:00,,,,,,,,,,,,,,
201810008899,Service closure Request with BO responsibility,BOC,2019-01-21 13:13:06+00:00,2019-01-29 10:03:38+00:00,,,,,,,,,,,,,,
201810008899,Pending Request for Reservation Closure,BOC,2019-01-29 10:03:38+00:00,2019-01-29 10:07:02+00:00,,,,,,,,,,,,,,
201810008899,Request completed with account closure,BOC,2019-01-29 10:07:02+00:00,2019-01-29 10:07:02+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20181000902,Request created,00420,2018-01-02 16:31:23+00:00,2018-01-02 16:32:01+00:00,,,,,,,,,,,,,,
20181000902,Service closure Request with network responsibility,NotDef,2018-01-02 16:32:01+00:00,2018-01-02 16:32:37+00:00,,,,,,,,,,,,,,
20181000902,Authorization Requested,00034,2018-01-02 16:32:37+00:00,2018-01-02 16:50:46+00:00,,,,,,,,,,,,,,
20181000902,Service closure Request with BO responsibility,BOC,2018-01-02 16:50:46+00:00,2018-01-05 13:04:52+00:00,,,,,,,,,,,,,,
20181000902,Network Adjustment Requested,00034,2018-01-05 13:04:52+00:00,2019-01-30 12:12:01+00:00,,,,,,,,,,,,,,
20181000902,Pending Request for Reservation Closure,BOC,2019-01-30 12:12:01+00:00,2019-01-30 12:14:01+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20181000902,Pending Liquidation Request,SDCTCC,2019-01-30 12:14:01+00:00,2019-01-31 15:00:01+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20181000902,Request completed with account closure,BOC,2019-01-31 15:00:01+00:00,2019-01-31 15:00:01+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
201810010740,Request created,00491,2018-10-26 17:11:55+00:00,2018-10-26 17:13:18+00:00,,,,,,,,,,,,,,
201810010740,Evaluating Request (WITH registered letter),00835,2018-10-26 17:13:18+00:00,2018-10-29 09:23:11+00:00,,,,,,,,,,,,,,
201810010740,Pending Request for Reservation Closure,SDC,2018-10-29 09:23:11+00:00,2018-10-29 09:26:11+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201810010740,Pending Liquidation Request,BOC,2018-10-29 09:26:11+00:00,2018-10-30 12:19:11+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201810010740,Back-Office Adjustment Requested,BOC,2018-10-30 12:19:11+00:00,2018-10-30 12:19:11+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201810010740,Request completed with account closure,BOC,2018-10-30 12:19:11+00:00,2018-10-30 12:19:11+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201810011081,Request created,00614,2018-10-29 12:27:13+00:00,2018-10-29 12:27:38+00:00,,,,,,,,,,,,,,
201810011081,Evaluating Request (NO registered letter),00189,2018-10-29 12:27:38+00:00,2018-10-29 12:57:04+00:00,,,,,,,,,,,,,,
201810011081,Service closure Request with BO responsibility,00835,2018-10-29 12:57:04+00:00,2018-10-29 13:33:04+00:00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201810011081,Pending Request for Reservation Closure,BOC,2018-10-29 13:33:04+00:00,2018-10-29 13:34:04+00:00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201810011081,Pending Liquidation Request,BOC,2018-10-29 13:34:04+00:00,2018-10-31 10:04:04+00:00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201810011081,Back-Office Adjustment Requested,BOCSER,2018-10-31 10:04:04+00:00,2018-10-31 14:39:04+00:00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201810011081,Request completed with account closure,BOC,2018-10-31 14:39:04+00:00,2018-10-31 14:39:04+00:00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201810011583,Request created,00049,2018-10-30 12:04:29+00:00,2018-10-30 12:04:44+00:00,,,,,,,,,,,,,,
201810011583,Evaluating Request (NO registered letter),00346,2018-10-30 12:04:44+00:00,2018-10-30 13:01:15+00:00,,,,,,,,,,,,,,
201810011583,Service closure Request with BO responsibility,00835,2018-10-30 13:01:15+00:00,2018-11-05 15:17:15+00:00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201810011583,Network Adjustment Requested,00699,2018-11-05 15:17:15+00:00,2018-11-15 09:06:15+00:00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201810011583,Pending Request for Reservation Closure,BOC,2018-11-15 09:06:15+00:00,2018-11-15 09:09:15+00:00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201810011583,Pending Liquidation Request,BOC,2018-11-15 09:09:15+00:00,2018-11-19 09:09:15+00:00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201810011583,Back-Office Adjustment Requested,SDCRAP,2018-11-19 09:09:15+00:00,2018-11-19 10:07:15+00:00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201810011583,Request completed with account closure,BOC,2018-11-19 10:07:15+00:00,2018-11-19 10:07:15+00:00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20181012611,Request created,00588,2018-01-24 11:57:08+00:00,2018-01-24 12:14:34+00:00,,,,,,,,,,,,,,
20181012611,Service closure Request with network responsibility,NotDef,2018-01-24 13:00:11+00:00,2018-01-24 13:05:12+00:00,,,,,,,,,,,,,,
20181012611,Authorization Requested,00487,2018-01-24 13:05:12+00:00,2019-01-30 16:05:39+00:00,,,,,,,,,,,,,,
20181012611,Pending Request for Reservation Closure,BOC,2019-01-30 16:05:39+00:00,2019-01-30 16:06:39+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
20181012611,Pending Liquidation Request,BOC,2019-01-30 16:06:39+00:00,2019-02-01 11:10:39+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
20181012611,Request completed with account closure,BOC,2019-02-01 11:10:39+00:00,2019-02-01 11:10:39+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
20181013679,Request created,00019,2018-01-25 15:35:09+00:00,2018-01-25 15:36:23+00:00,,,,,,,,,,,,,,
20181013679,Service closure Request with network responsibility,NotDef,2018-01-25 15:36:23+00:00,2018-06-01 12:10:15+00:00,,,,,,,,,,,,,,
20181013679,Pending Request for Reservation Closure,BOCSER,2018-06-01 12:10:15+00:00,2018-06-01 12:11:15+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20181013679,Pending Liquidation Request,BOC,2018-06-01 12:11:15+00:00,2018-06-04 10:06:15+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20181013679,Request completed with account closure,BOC,2018-06-04 10:06:15+00:00,2018-06-04 10:06:15+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
201811000205,Request created,SB94,2018-11-02 11:20:25+00:00,2018-11-02 11:24:02+00:00,,,,,,,,,,,,,,
201811000205,Service closure Request with BO responsibility,00829,2018-11-02 11:24:02+00:00,2018-11-28 08:42:02+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201811000205,Pending Request for Reservation Closure,BOC,2018-11-28 08:42:02+00:00,2018-11-28 08:43:02+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201811000205,Pending Liquidation Request,BOC,2018-11-28 08:43:02+00:00,2018-11-29 10:17:02+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201811000205,Request completed with account closure,BOC,2018-11-29 10:17:02+00:00,2018-11-29 10:17:02+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201811001580,Request created,00395,2018-11-06 12:36:01+00:00,2018-11-06 12:36:37+00:00,,,,,,,,,,,,,,
201811001580,Evaluating Request (NO registered letter),00370,2018-11-06 12:36:37+00:00,2018-11-06 12:44:13+00:00,,,,,,,,,,,,,,
201811001580,Service closure Request with BO responsibility,00829,2018-11-06 12:44:13+00:00,2018-11-07 12:23:13+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201811001580,Authorization Requested,00616,2018-11-07 12:23:13+00:00,2018-11-07 13:13:13+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201811001580,Service closure Request with BO responsibility,BOC,2018-11-07 13:13:13+00:00,2018-11-15 17:32:13+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201811001580,Pending Request for Reservation Closure,BOC,2018-11-15 17:32:13+00:00,2018-11-15 17:34:13+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201811001580,Pending Liquidation Request,BOC,2018-11-15 17:34:13+00:00,2018-11-16 17:56:13+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201811001580,Request completed with account closure,BOC,2018-11-16 17:56:13+00:00,2018-11-16 17:56:13+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201811001889,Request created,00636,2018-11-08 14:49:49+00:00,2018-11-08 14:50:02+00:00,,,,,,,,,,,,,,
201811001889,Evaluating Request (NO registered letter),00604,2018-11-08 14:50:02+00:00,2018-11-08 16:55:43+00:00,,,,,,,,,,,,,,
201811001889,Service closure Request with BO responsibility,00837,2018-11-08 16:55:43+00:00,2018-11-23 15:42:43+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201811001889,Pending Request for Reservation Closure,BOC,2018-11-23 15:42:43+00:00,2018-11-23 15:44:43+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201811001889,Pending Liquidation Request,BOC,2018-11-23 15:44:43+00:00,2018-11-27 12:44:43+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201811001889,Request completed with account closure,BOC,2018-11-27 12:44:43+00:00,2018-11-27 12:44:43+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201811002881,Request created,00084,2018-11-08 13:35:28+00:00,2018-11-08 13:38:00+00:00,,,,,,,,,,,,,,
201811002881,Service closure Request with BO responsibility,00842,2018-11-08 13:38:00+00:00,2018-11-14 15:28:00+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201811002881,Pending Request for Reservation Closure,BOC,2018-11-14 15:28:00+00:00,2018-11-14 15:31:00+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201811002881,Pending Liquidation Request,BOC,2018-11-14 15:31:00+00:00,2018-11-16 11:46:00+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201811002881,Request completed with account closure,BOC,2018-11-16 11:46:00+00:00,2018-11-16 11:46:00+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201811003327,Request created,00875,2018-11-09 10:39:19+00:00,2018-11-09 10:42:31+00:00,,,,,,,,,,,,,,
201811003327,Service closure Request with network responsibility,NotDef,2018-11-09 10:42:31+00:00,2018-11-09 10:43:23+00:00,,,,,,,,,,,,,,
201811003327,Authorization Requested,00013,2018-11-09 10:43:23+00:00,2018-11-14 17:29:17+00:00,,,,,,,,,,,,,,
201811003327,Service closure Request with BO responsibility,BOC,2018-11-14 17:29:17+00:00,2018-11-23 15:04:35+00:00,,,,,,,,,,,,,,
201811003327,Network Adjustment Requested,00013,2018-11-23 15:04:35+00:00,2019-01-24 09:16:25+00:00,,,,,,,,,,,,,,
201811003327,Pending Request for Reservation Closure,BOC,2019-01-24 09:16:25+00:00,2019-01-24 09:17:25+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
201811003327,Pending Liquidation Request,BOC,2019-01-24 09:17:25+00:00,2019-01-25 15:13:25+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
201811003327,Request completed with account closure,BOC,2019-01-25 15:13:25+00:00,2019-01-25 15:13:25+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
201811003911,Request created,00227,2019-01-30 09:18:59+00:00,2019-01-30 09:19:34+00:00,,,,,,,,,,,,,,
201811003911,Evaluating Request (NO registered letter),00230,2019-01-30 09:19:34+00:00,2019-01-30 11:50:30+00:00,,,,,,,,,,,,,,
201811003911,Pending Request for Reservation Closure,SDCRAP,2019-01-30 11:50:30+00:00,2019-01-30 11:52:30+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201811003911,Pending Liquidation Request,BOC,2019-01-30 11:52:30+00:00,2019-01-31 15:19:30+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201811003911,Request completed with account closure,BOC,2019-01-31 15:19:30+00:00,2019-01-31 15:19:30+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201811004163,Request created,00214,2018-11-12 15:25:42+00:00,2018-11-12 15:26:07+00:00,,,,,,,,,,,,,,
201811004163,Evaluating Request (NO registered letter),00003,2018-11-12 15:26:07+00:00,2019-01-08 17:58:31+00:00,,,,,,,,,,,,,,
201811004163,Pending Request for Reservation Closure,BOC,2019-01-08 17:58:31+00:00,2019-01-08 17:59:31+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201811004163,Pending Liquidation Request,BOC,2019-01-08 17:59:31+00:00,2019-01-10 12:10:31+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201811004163,Request completed with account closure,BOC,2019-01-10 12:10:31+00:00,2019-01-10 12:10:31+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201811004205,Request created,00519,2018-11-12 16:00:30+00:00,2018-11-12 16:00:47+00:00,,,,,,,,,,,,,,
201811004205,Evaluating Request (NO registered letter),00519,2018-11-12 16:00:47+00:00,2019-01-29 12:04:37+00:00,,,,,,,,,,,,,,
201811004205,Service closure Request with network responsibility,00519,2019-01-29 12:06:15+00:00,2019-01-29 12:06:57+00:00,,,,,,,,,,,,,,
201811004205,Pending Request for Reservation Closure,BOCSER,2019-01-29 12:06:57+00:00,2019-01-29 12:09:57+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201811004205,Pending Liquidation Request,BOC,2019-01-29 12:09:57+00:00,2019-01-31 09:22:57+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201811004205,Request completed with account closure,BOC,2019-01-31 09:22:57+00:00,2019-01-31 09:22:57+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201811004338,Request created,00522,2018-11-13 09:02:03+00:00,2018-11-15 11:15:12+00:00,,,,,,,,,,,,,,
201811004338,Evaluating Request (NO registered letter),00629,2018-11-15 11:15:12+00:00,2019-01-30 16:57:11+00:00,,,,,,,,,,,,,,
201811004338,Service closure Request with BO responsibility,00849,2019-01-30 16:57:11+00:00,2019-02-05 15:32:11+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201811004338,Network Adjustment Requested,00875,2019-02-05 15:32:11+00:00,2019-02-06 08:55:11+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201811004338,Pending Request for Reservation Closure,BOC,2019-02-06 08:55:11+00:00,2019-02-06 08:56:11+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201811004338,Pending Liquidation Request,BOC,2019-02-06 08:56:11+00:00,2019-02-07 14:22:11+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201811004338,Request completed with account closure,BOC,2019-02-07 14:22:11+00:00,2019-02-07 14:22:11+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201811005226,Request created,00238,2018-11-14 12:54:00+00:00,2018-11-14 12:54:51+00:00,,,,,,,,,,,,,,
201811005226,Evaluating Request (NO registered letter),00624,2018-11-14 12:54:51+00:00,2018-11-14 13:21:40+00:00,,,,,,,,,,,,,,
201811005226,Service closure Request with network responsibility,00624,2019-01-30 12:35:46+00:00,2019-01-30 13:03:32+00:00,,,,,,,,,,,,,,
201811005226,Pending Request for Reservation Closure,BOCSER,2019-01-30 13:03:32+00:00,2019-01-30 13:04:32+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201811005226,Pending Liquidation Request,BOC,2019-01-30 13:04:32+00:00,2019-01-31 15:02:32+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201811005226,Request completed with account closure,BOC,2019-01-31 15:02:32+00:00,2019-01-31 15:02:32+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201811005422,Request created,00024,2018-11-14 16:38:56+00:00,2018-11-14 16:40:20+00:00,,,,,,,,,,,,,,
201811005422,Pending Request for Reservation Closure,BOC,2018-11-14 16:40:20+00:00,2018-11-14 16:41:20+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
