iter	R2	MAE
146	0.4302329039	0.1635334129
147	0.4308100604	0.1633583354
148	0.4320134004	0.1630748392
149	0.4322329905	0.163016222
150	0.4322787108	0.1630106129
151	0.4323642262	0.1629932334
152	0.4337591187	0.162648614
153	0.433959424	0.1625991336
154	0.4348197458	0.1624630336
155	0.4362802472	0.1621675454
156	0.4372098108	0.1619518896
157	0.4375206882	0.1618605614
158	0.4392621474	0.161562761
159	0.4408114889	0.1613772202
160	0.441907767	0.1611922378
161	0.4428217578	0.1610200061
162	0.4440957537	0.1607481739
163	0.4451299063	0.1605019565
164	0.446331561	0.1602137658
165	0.4467012214	0.1601370712
166	0.4474403725	0.1599444873
167	0.4492819843	0.1595777988
168	0.4495239756	0.159506202
169	0.45010569	0.159421703
170	0.4513532021	0.1591753693
171	0.452024268	0.1590434223
172	0.4526542973	0.1589106179
173	0.45318401	0.158804452
174	0.4551069001	0.1584104668
175	0.455776501	0.1582453596
176	0.4562076298	0.158169061
177	0.4565424359	0.1580740332
178	0.4567328927	0.1580290322
179	0.4570202069	0.1579438642
180	0.4571758676	0.1578976924
181	0.4571905828	0.1578616288
182	0.4580879516	0.1576361993
183	0.4587828304	0.1574316086
184	0.4595371222	0.157301252
185	0.459878288	0.1572440097
186	0.4604982591	0.157122914
187	0.4608607828	0.1570931429
188	0.461421048	0.157002663
189	0.4614910084	0.1569805174
190	0.461940403	0.1568861638
191	0.4628607457	0.1566813411
192	0.4638380636	0.156474387
193	0.4639440284	0.1564429622
194	0.4643154348	0.1563072545
195	0.4661132914	0.1560022485
196	0.4663787872	0.155939276
197	0.467213396	0.1557733575
198	0.4683484718	0.1555255108
199	0.4687436562	0.1554227712
200	0.4698214808	0.1551685019
201	0.4702098214	0.1550439938
202	0.4708477213	0.1548566957
203	0.4709972582	0.1548186462
204	0.4712131803	0.1547625895
205	0.4715104441	0.1546997762
206	0.471987504	0.1545557015
207	0.4733728276	0.1542681072
208	0.473747468	0.1541899147
209	0.4740130225	0.1541122129
210	0.475257621	0.1538019016
211	0.476368163	0.1535709403
212	0.4768609864	0.1534775862
213	0.4779225138	0.1532468515
214	0.4786853861	0.1530959401
215	0.4789640353	0.1530013396
216	0.4802208862	0.1527195133
217	0.4804425144	0.1526741702
218	0.4805971771	0.1526208805
219	0.4810374493	0.1525260891
220	0.4813914765	0.152433363
221	0.4835140532	0.1520955765
222	0.4838247196	0.1520066117
223	0.4843092794	0.151893262
224	0.4844068436	0.1518511969
225	0.4856160473	0.151619922
226	0.4865786198	0.1513186517
227	0.4868221173	0.1512203321
228	0.4871107721	0.1511560272
229	0.4888049265	0.150818213
230	0.4896448129	0.1506160819
231	0.4900443103	0.1505514998
232	0.4908074684	0.1503800072
233	0.49082827	0.1503704659
234	0.4913986004	0.1502728971
235	0.4918972907	0.1501902318
236	0.4924298394	0.1501033299
237	0.4928560665	0.1500412629
238	0.4933091979	0.1499267403
239	0.4939309531	0.14979118
240	0.4942299725	0.1497413147
241	0.4955307153	0.1494323811
242	0.4963002624	0.1493582927
243	0.4973152762	0.1490911124
244	0.4974819947	0.1490212193
245	0.4976183467	0.1489879071
246	0.4981089635	0.1488549914
247	0.4982734642	0.1488005531
248	0.4989238875	0.1486521402
249	0.4995026354	0.1485301533
250	0.4996042132	0.1485088057
251	0.500043618	0.1483726933
252	0.5003217538	0.148304587
253	0.5006279243	0.148252243
254	0.5006475152	0.1482420395
255	0.5011520329	0.1481022709
256	0.5015788842	0.1480102497
257	0.5019984648	0.1479170534
258	0.5023908256	0.1478387778
259	0.5028181682	0.147763144
260	0.5033546763	0.1476348716
261	0.5045462455	0.1473910727
262	0.5050070318	0.1472643902
263	0.5051293894	0.1472249001
264	0.5052165472	0.1472043328
265	0.5059597359	0.1470420692
266	0.5067901988	0.1468241667
267	0.5070815304	0.1467476964
268	0.5074180366	0.1466830858
269	0.5076471455	0.1466277471
270	0.5077419582	0.1466058959
271	0.5085562954	0.1464158233
272	0.5088683964	0.1463464557
273	0.5096837082	0.1461339683
274	0.5099889734	0.1460575991
275	0.5106753057	0.1459149327
276	0.5116920248	0.1456245439
277	0.5126736758	0.1454102402
278	0.5133336785	0.1452461912
279	0.5138359031	0.1451199265
280	0.5148261297	0.1448820277
281	0.5157789553	0.1446613663
282	0.5166639176	0.1444220694
283	0.5178288349	0.1441925856
284	0.5178417482	0.14411699
285	0.5186748426	0.1439817903
286	0.5187102003	0.1439588915
287	0.5194125145	0.1438177839
288	0.5196755622	0.143748476
289	0.5199008926	0.1436854429
290	0.5200784497	0.1436316398
291	0.5208076442	0.14353889
292	0.5221622409	0.143243249
293	0.5226363451	0.1431482794
294	0.5228111669	0.1431036376
295	0.5228574147	0.1430703379
296	0.5234057618	0.142992323
297	0.5244057872	0.1427086545
298	0.5253209237	0.1425048231
299	0.526336797	0.1422714458
300	0.5265438235	0.1422083921
301	0.5265957631	0.1421915541
302	0.526755297	0.1421555135
303	0.5268836974	0.1421221252
304	0.5271192967	0.1420666495
305	0.5279859214	0.1418561078
306	0.5281493007	0.1418180518
307	0.5283509509	0.1417703731
308	0.5290992093	0.1415714305
309	0.5293873005	0.1414889293
310	0.529730085	0.1414065557
311	0.5298288143	0.1413856719
312	0.530209771	0.1412864332
313	0.5302489838	0.141272884
314	0.5306516041	0.141177625
315	0.5312855634	0.1410551701
316	0.531662622	0.1409689451
317	0.5324273495	0.1408116046
318	0.5328313964	0.1407179472
319	0.5330092526	0.1406556139
320	0.5336933862	0.140504517
321	0.5338884952	0.1404671931
322	0.5343970549	0.1403400778
323	0.5349810315	0.1401905864
324	0.5351894492	0.1401326391
325	0.5353599471	0.1400899537
326	0.5354881465	0.1400560802
327	0.536013615	0.1399517642
328	0.5363501177	0.1398646592
329	0.5368493947	0.1397428251
330	0.5371972643	0.1396678726
331	0.5378484839	0.1394633259
332	0.5380106282	0.1394229526
333	0.5384629462	0.1393235342
334	0.5388995636	0.1391725046
335	0.5391254975	0.1391299769
336	0.5391626146	0.1391157564
337	0.5399088457	0.1389333438
338	0.5405055801	0.1388052704
339	0.5405894534	0.1387669178
340	0.540728476	0.1387506579
341	0.5411684862	0.1385979151
342	0.5412652081	0.1385620518
343	0.5415574647	0.1384992026
344	0.5418837299	0.1384375121
345	0.5425992367	0.1382410939
346	0.5426330344	0.1382344577
347	0.5428554611	0.1381724622
348	0.5430245123	0.1381206802
349	0.5435037896	0.1379844628
350	0.5438477667	0.1378548345
351	0.5445551964	0.13767588
352	0.5445808833	0.1376647042
353	0.5446643684	0.1376542462
354	0.5455898194	0.1374412574
355	0.5458716118	0.1373953667
356	0.5463546678	0.1372782045
357	0.5467812634	0.1371769464
358	0.5470480223	0.1370985647
359	0.5474463119	0.1370122816
360	0.5483421086	0.1368245579
361	0.5486091368	0.1367692652
362	0.549367793	0.1365949687
363	0.5496497161	0.1365144943
364	0.5502171539	0.1363607705
365	0.5511223087	0.1361703479
366	0.5514224113	0.1361295463
367	0.5518714442	0.1360528187
368	0.5522204819	0.1359518343
369	0.5525141915	0.135871193
370	0.5527029921	0.1358341664
371	0.5532312033	0.1356934184
372	0.5534449694	0.1356391746
373	0.5537255011	0.1355931122
374	0.5544828577	0.1353888012
375	0.5547304435	0.1353060086
376	0.5551355793	0.1351957549
377	0.5555997057	0.1350788626
378	0.5557683336	0.1350532071
379	0.5564036211	0.1349386365
380	0.5570677735	0.1347964448
381	0.55745396	0.1347012873
382	0.5578528931	0.1346103777
383	0.5582912699	0.1345060841
384	0.5584249736	0.1344624959
385	0.5586578418	0.1344136516
386	0.5586601575	0.1343637619
387	0.5594068537	0.1342084511
388	0.5598744861	0.1340623423
389	0.5604867187	0.1339138344
390	0.5609441743	0.1337711393
391	0.5612337622	0.1336851116
392	0.5622606472	0.1334659567
393	0.5626118435	0.133394453
394	0.5629901297	0.1332692615
395	0.56311405	0.1332416326
396	0.5633802902	0.1331546631
397	0.5635272357	0.1331094325
398	0.5642167833	0.1330058094
399	0.5642988372	0.1329793752
400	0.5652027201	0.1328074347
401	0.5660946772	0.1326266259
402	0.5661111835	0.1326213827
403	0.5662918187	0.1325743529
404	0.5666413166	0.1324916595
405	0.5670754332	0.1323870113
406	0.5674821717	0.1323127255
407	0.5676603739	0.1322637329
408	0.5682379815	0.1321706992
409	0.5684029259	0.1321202778
410	0.5687490681	0.1320113206
411	0.5689443244	0.1319708935
412	0.5690264744	0.1319454554
413	0.5695338787	0.131814485
414	0.5699455384	0.1317443038
415	0.5702168891	0.1316624948
416	0.5705513551	0.1315806341
417	0.570712014	0.1315404623
418	0.5708183273	0.1315169234
419	0.5712971222	0.1314425107
420	0.571570823	0.1314049224
421	0.5719127456	0.1313137949
422	0.5719896466	0.1312896004
423	0.5723833509	0.1312195116
424	0.572459969	0.131198818
425	0.572508407	0.1311787985
426	0.5729809553	0.1311137867
427	0.5730754563	0.1310828316
428	0.5734279508	0.1310119445
429	0.5737810504	0.1309126929
430	0.5740723174	0.1308517097
431	0.5743242698	0.1307942135
432	0.574375651	0.1307746587
433	0.5746889693	0.1306910992
434	0.57485589	0.1306517866
435	0.5749414003	0.1306352406
436	0.5750206655	0.1306168512
437	0.5752641907	0.1305572567
438	0.5753215812	0.1305412536
439	0.5755295767	0.130496098
440	0.5756484666	0.1304593665
441	0.5760891069	0.1303576596
442	0.5763347985	0.1303071848
443	0.5765892769	0.1302613717
444	0.5768037375	0.130199318
445	0.5768049589	0.130192511
446	0.5766541552	0.1301575437
447	0.5770205033	0.1300965819
448	0.5773867768	0.1300246776
449	0.577506194	0.1300117227
450	0.5778649807	0.1299299523
451	0.5781538362	0.1298845116
452	0.5788331261	0.1297095189
453	0.5788500026	0.1297008265
454	0.5790697914	0.1296387176
455	0.5795003008	0.1295480707
456	0.5796860767	0.1295060823
457	0.5802241218	0.1293654408
458	0.5804056413	0.1293317232
459	0.5804793696	0.1292847201
460	0.5805872648	0.1292585717
461	0.5809771915	0.1291477887
462	0.5809873247	0.1291402063
463	0.581029276	0.1291245087
464	0.5811560341	0.1290940859
465	0.5817816332	0.1289547171
466	0.5821001237	0.1288968025
467	0.582291468	0.128847138
468	0.5823371046	0.1288289165
469	0.5825065074	0.1287799902
470	0.582772717	0.128719264
471	0.5827717533	0.1287138194
472	0.5831126172	0.1286406225
473	0.5835253175	0.1286010719
474	0.5837466233	0.1285452666
475	0.5837733223	0.1285330879
476	0.5840057955	0.1284680607
477	0.5842108798	0.1284118729
478	0.5842175898	0.1284076275
479	0.5843901579	0.1283716664
480	0.5846078942	0.1283199259
481	0.5852368323	0.1281959137
482	0.5854876087	0.1281275421
483	0.5855338853	0.128105734
484	0.585784602	0.1280292469
485	0.5859817791	0.1279706121
486	0.5860993154	0.1279390457
487	0.586314622	0.1278721772
488	0.58699054	0.1277151382
489	0.587519897	0.127578655
490	0.5875847261	0.1275612278
491	0.5879154143	0.1274875294
492	0.5880090725	0.1274592191
493	0.5886166807	0.1273232889
494	0.5887247527	0.1272977254
495	0.5892029206	0.1271846647
496	0.5894850258	0.127110371
497	0.5895160139	0.1270973403
498	0.5901012001	0.1269842265
499	0.5901966995	0.1269422158
500	0.5904723925	0.1268928582
501	0.5909744396	0.1267712384
502	0.5914381191	0.1266611538
503	0.5916050419	0.1266386992
504	0.5919734072	0.1265557755
505	0.592352107	0.1264462561
506	0.5927056686	0.1263451374
507	0.5932819068	0.1262042818
508	0.5934575937	0.126155624
509	0.5936590724	0.1261259164
510	0.5937134295	0.1261135121
511	0.594764883	0.1259371546
512	0.5951556782	0.1258598921
513	0.5957305347	0.125719856
514	0.595790048	0.1257020499
515	0.5963559178	0.1255652179
516	0.5964578709	0.1255359603
517	0.5967096485	0.1254941251
518	0.5968974196	0.1254601764
519	0.5973375053	0.1253597777
520	0.5973627463	0.1253442951
521	0.5975165108	0.12529115
522	0.597656897	0.1252624375
523	0.5981501917	0.1251295823
524	0.5983764561	0.1250868063
525	0.5984319629	0.1250659414
526	0.5986552228	0.1250069797
527	0.5987930675	0.1249795389
528	0.5988060842	0.1249712926
529	0.5990630032	0.124871133
530	0.5990829725	0.1248580106
531	0.5993465726	0.1248019372
532	0.5993985517	0.1247811349
533	0.5996600965	0.1247155008
534	0.6000161813	0.1246393376
535	0.6004629509	0.1245459551
536	0.6006468837	0.1245059805
537	0.6010266715	0.1243841334
538	0.601191246	0.124330252
539	0.6014929587	0.1242866803
540	0.6015306061	0.1242690042
541	0.6016707158	0.1242257935
542	0.6021544966	0.124123678
543	0.6023613368	0.1240677205
544	0.6027742113	0.1240030598
545	0.6028129615	0.1239923538
546	0.6031382549	0.1239001764
547	0.6032405652	0.1238642035
548	0.603315007	0.123823988
549	0.6036499478	0.123762575
550	0.6038351046	0.1237021897
551	0.6040406132	0.1236523401
552	0.6040725029	0.1236420632
553	0.6041222826	0.1236300721
554	0.6042336461	0.1236068439
555	0.6044237451	0.1235755146
556	0.6046616641	0.1235230239
557	0.6048190857	0.1234828066
558	0.6048774123	0.1234621773
559	0.6050313817	0.1234198682
560	0.6051506948	0.1233970322
561	0.6051698112	0.1233893867
562	0.6054308821	0.123339986
563	0.6059220142	0.1232217146
564	0.6062870629	0.123153588
565	0.6067362568	0.1230528681
566	0.6067745361	0.1230348686
567	0.606896981	0.1230100848
568	0.6069971263	0.1229789871
569	0.6070332717	0.122965293
570	0.6072116263	0.1229197499
571	0.6076287042	0.1228144864
572	0.6079658028	0.1227346867
573	0.6083532224	0.122658993
574	0.6090602001	0.1225198955
575	0.6091463194	0.1225020747
576	0.6095259176	0.1224245761
577	0.6096079671	0.1223963033
578	0.6098369617	0.1223415873
579	0.609801374	0.1223152953
580	0.6105043517	0.1222442325
581	0.610626105	0.1222003891
582	0.6107635971	0.1221552288
583	0.6109555943	0.1221083944
584	0.6110068331	0.1220934786
585	0.6114126533	0.1219950266
586	0.6119183421	0.1218914726
587	0.6123250653	0.1217794851
588	0.6125024153	0.1217316217
589	0.6127508803	0.1216752023
590	0.6129407925	0.1216278115
591	0.6132353652	0.1215569151
592	0.6133938034	0.1215055485
593	0.6134357197	0.1214947885
594	0.6136923157	0.1214135331
595	0.6137894361	0.1213899119
596	0.6139091527	0.1213710282
597	0.6140343718	0.1213350723
598	0.6141943475	0.1212956339
599	0.6142877575	0.1212756651
600	0.6144530665	0.121234656
601	0.6148362959	0.1211538526
602	0.614895896	0.1211244528
603	0.615060628	0.1210698509
604	0.6151123232	0.1210489857
605	0.6152798735	0.120997854
606	0.6156619223	0.1209083357
607	0.615880797	0.1208485709
608	0.6158929555	0.1208444591
609	0.616334999	0.1207315598
610	0.6164942631	0.1206992917
611	0.616560858	0.1206798488
612	0.6166465117	0.1206554095
613	0.6167818981	0.120612236
614	0.6169156713	0.1205729982
615	0.617025203	0.1205271521
616	0.6170868877	0.1205111708
617	0.6171114028	0.1204997247
618	0.6172354523	0.1204634719
619	0.6173548039	0.1204206488
620	0.6174771131	0.1203867522
621	0.6180837206	0.1202708508
622	0.6186695141	0.1201381996
623	0.6188019765	0.1201079401
624	0.6190289881	0.1200472962
625	0.6190974058	0.120031791
626	0.6192498706	0.1199867994
627	0.6194270827	0.1199468747
628	0.6196799692	0.1198753879
629	0.619680595	0.119869257
630	0.6198464276	0.1198269715
631	0.6198625672	0.1198048849
632	0.6199063896	0.1197909257
633	0.6199731231	0.1197768057
634	0.6200753929	0.1197407813
635	0.6201743998	0.1197166913
636	0.6201745961	0.1196883556
637	0.620305462	0.1196449068
638	0.6206406837	0.1195607151
639	0.6208644675	0.1194959581
640	0.6208833353	0.1194813153
641	0.6211533142	0.119427184
642	0.6213401731	0.1193914454
643	0.6215027329	0.1193561879
644	0.6215738605	0.1193359164
645	0.6218715983	0.1192693166
646	0.6220641766	0.119225254
647	0.6221077523	0.1192093344
648	0.6229149585	0.1191069843
649	0.623174304	0.1190351659
650	0.6232533119	0.1190133892
651	0.6235140803	0.1189710508
652	0.6236363528	0.1189383425
653	0.6241029623	0.1188484763
654	0.6241268515	0.1188361689
655	0.6245000778	0.1187521832
656	0.6248984756	0.1186698193
657	0.6252770111	0.1185820188
658	0.6253444258	0.1185543791
659	0.6254624972	0.118523539
660	0.6255255401	0.1185034403
661	0.6256256722	0.1184661657
662	0.6259467805	0.118405155
663	0.6260097562	0.118381713
664	0.6262438681	0.1183267019
665	0.6264726889	0.118275638
666	0.6266285251	0.1182259431
667	0.6266655613	0.1182124042
668	0.6268641585	0.1181611586
669	0.6272062787	0.1180795347
670	0.6274416096	0.1180075838
671	0.6274429002	0.1180022195
672	0.627568879	0.1179633749
673	0.6276762954	0.117938283
674	0.628143103	0.1178152271
675	0.6282670263	0.117784714
676	0.6284558119	0.1177286757
677	0.6285640391	0.1177089338
678	0.6287338536	0.1176779468
679	0.6289238883	0.1176216991
680	0.6290357958	0.1175872464
681	0.6292332275	0.1175363439
682	0.6296126214	0.1174315943
683	0.6297964849	0.117385588
684	0.6299162653	0.117358216
685	0.6299521939	0.1173439534
686	0.6302681581	0.1172815026
687	0.6306325221	0.117185164
688	0.6307309624	0.1171570465
689	0.630856963	0.1171177007
690	0.6310581789	0.1170672108
691	0.6311300183	0.1170480776
692	0.63117449	0.1170394378
693	0.6313081451	0.1169985473
694	0.631813541	0.1168924839
695	0.6320860254	0.1168319077
696	0.6323261163	0.1167739934
697	0.6329326344	0.1166509366
698	0.6329714843	0.1166412851
699	0.6333281607	0.116570469
700	0.633570462	0.1165096619
701	0.6338902261	0.1164411937
702	0.634129821	0.1163735223
703	0.6341404503	0.1163658838
704	0.6342583757	0.1163361337
705	0.6345707475	0.1162488964
706	0.6347500899	0.1161989395
707	0.6348849277	0.1161717712
708	0.6350284755	0.1161424049
709	0.6355855353	0.1160576888
710	0.6355973691	0.1160541769
711	0.6358136015	0.1159868482
712	0.6360450382	0.1159273483
713	0.6361474208	0.1158883995
714	0.636165451	0.1158836507
715	0.6362178971	0.1158626656
716	0.6362462102	0.1158542395
717	0.6364751465	0.1157854005
718	0.6365350009	0.115767782
719	0.6366638612	0.1157432045
720	0.6366912824	0.115733851
721	0.6370674522	0.1156745679
722	0.6372942791	0.1156245361
723	0.6375111243	0.1155770054
724	0.6379116231	0.1154913638
725	0.6381044467	0.1154264372
726	0.6383352234	0.1153508303
727	0.6383563853	0.1153425936
728	0.6386305824	0.1152957864
729	0.6388675001	0.1152542251
730	0.638911836	0.1152430951
731	0.6390715816	0.1152019238
732	0.6392475427	0.1151643405
733	0.6393852305	0.1151227095
734	0.6394583816	0.1150953585
735	0.6395532944	0.1150657
736	0.6396069062	0.1150462811
737	0.6397499418	0.1150089615
738	0.6398532881	0.114982129
739	0.6399801337	0.1149541429
740	0.6400698186	0.1149239813
741	0.6401528414	0.1148984276
742	0.6402220034	0.1148818389
743	0.6402315812	0.1148748571
744	0.6403964433	0.1148393094
745	0.6403960014	0.1148348828
746	0.6406481072	0.1147661883
747	0.6406697125	0.1147606767
748	0.6407953567	0.1147369479
749	0.6411551167	0.1146499795
750	0.6412153241	0.114629841
751	0.6412724123	0.1146145573
752	0.6414366814	0.1145772533
753	0.6416095766	0.1145371972
754	0.6416763619	0.1145223615
755	0.6417259975	0.1145093463
756	0.6417337486	0.1145051394
757	0.6417717802	0.1144894265
758	0.6423035253	0.1144088139
759	0.642647528	0.1143197694
760	0.6429037612	0.1142457859
761	0.6431075647	0.1141986321
762	0.6434439341	0.1141313958
763	0.6435429322	0.1141018369
764	0.6438928293	0.1140277243
765	0.6440469979	0.1139795531
766	0.6440482823	0.1139786845
767	0.6443005946	0.1139083072
768	0.6444485978	0.1138725862
769	0.644806642	0.1137755356
770	0.6448304267	0.1137649162
771	0.644849051	0.1137551631
772	0.6448958671	0.1137423758
773	0.6449264981	0.1137299118
774	0.6450961095	0.1137011829
775	0.6452206541	0.1136646124
776	0.645273193	0.1136406432
777	0.6454853792	0.1135949968
778	0.6456433406	0.1135703504
779	0.6458585722	0.1135317139
780	0.6461883192	0.1134382986
781	0.6464908057	0.1133720491
782	0.6468585623	0.1132721628
783	0.6472247754	0.1131995055
784	0.6474847357	0.1131413754
785	0.6475292008	0.1131285186
786	0.6475529947	0.1131207296
787	0.6475591172	0.1131147996
788	0.647863636	0.1130495869
789	0.6478769775	0.1130442585
790	0.6479355146	0.1130248824
791	0.6480962394	0.1129839811
792	0.6484280813	0.1129083721
793	0.6488967129	0.1128357295
794	0.6491735845	0.1127827762
795	0.6493185324	0.1127433182
796	0.6493876022	0.112720197
797	0.6495746388	0.1126652539
798	0.6497055971	0.1126199404
799	0.6497905917	0.1125905347
800	0.6498181485	0.1125798151
801	0.6499964982	0.1125354594
802	0.6500043831	0.1125301464
803	0.6500099751	0.1125272476
804	0.6501996636	0.1124793434
805	0.6503962278	0.1124237539
806	0.6505090123	0.1124029897
807	0.6505183733	0.1123936342
808	0.6505996935	0.1123717659
809	0.650775365	0.1123256622
810	0.6510211782	0.1122704406
811	0.6510600129	0.1122531168
812	0.651176881	0.1122188915
813	0.6512139812	0.1122092402
814	0.6515638812	0.1121431146
815	0.6518105854	0.1120786176
816	0.6523419157	0.111959578
817	0.6524259022	0.111935172
818	0.652677618	0.1118690235
819	0.6528331533	0.1118441942
820	0.6529262213	0.1118160885
821	0.6529495511	0.111806723
822	0.6530806467	0.1117680781
823	0.653260511	0.1117278591
824	0.6534282328	0.1116968678
825	0.6538763381	0.1115829202
826	0.6540090137	0.1115405122
827	0.6541481443	0.1114768305
828	0.6543237373	0.1114366311
829	0.6545163368	0.1113821816
830	0.6546383793	0.1113506928
831	0.6547198208	0.1113283607
832	0.6548642915	0.1112821459
833	0.6549763915	0.1112442093
834	0.6549860517	0.1112370178
835	0.6551208595	0.1111875347
836	0.655387697	0.1111435329
837	0.6555554753	0.1111109019
838	0.6555737826	0.1111037095
839	0.655678683	0.1110720923
840	0.6557476658	0.111053998
841	0.6559162928	0.1110070239
842	0.6559706028	0.1109940998
843	0.6559875369	0.1109828529
844	0.6565905356	0.1108482536
845	0.6567394482	0.1108054647
846	0.6568726431	0.1107722649
847	0.6572700206	0.110690355
848	0.6572869174	0.1106846453
849	0.6575984213	0.1105997895
850	0.6579868977	0.1104984108
851	0.6580432429	0.110481918
852	0.6581010018	0.1104701457
853	0.6581518277	0.1104517897
854	0.6581883616	0.1104357671
855	0.6583401967	0.1103989621
856	0.6583519019	0.1103937732
857	0.6585543474	0.1103237625
858	0.6586756632	0.1102941203
859	0.6587979074	0.1102757549
860	0.6590978296	0.1102038406
861	0.6591883739	0.1101817385
862	0.6593833525	0.1101352576
863	0.6595935922	0.110081936
864	0.6596891297	0.1100585204
865	0.6599136366	0.1099958696
866	0.6602458592	0.109920235
867	0.6602954621	0.1098989323
868	0.6603811821	0.1098795401
869	0.6604533358	0.1098618361
870	0.6606860675	0.1098230035
871	0.6608472206	0.1097773436
872	0.661029685	0.1097400418
873	0.6610363853	0.1097339712
874	0.6611441449	0.1097005969
875	0.6611928593	0.1096827046
876	0.6614062811	0.1096407658
877	0.6615899061	0.109587944
878	0.6620341814	0.1094913148
879	0.6620512771	0.1094845402
880	0.6622164238	0.1094433593
881	0.6622283993	0.1094379848
882	0.6624472104	0.109391204
883	0.6625243777	0.1093626838
884	0.6625674722	0.109337135
