case:concept:name,Next_activity,Next_resource
201812009703,Pending Request for Reservation Closure,BOC
201812009725,Request completed with account closure,BOC
201812009750,Service closure Request with BO responsibility,BOC
201812009753,Service closure Request with network responsibility,00025
20182005961,Service closure Request with network responsibility,00015
20182009106,Service closure Request with BO responsibility,00842
20183007131,Request completed with account closure,BOC
20184001796,Pending Request for Reservation Closure,BOC
20185003342,Pending Liquidation Request,BOC
20186002647,Request completed with account closure,BOC
20186005840,Pending Request for Reservation Closure,BOCSER
20186007767,Service closure Request with network responsibility,00015
20187001795,Service closure Request with network responsibility,00722
20187002397,Pending Request for Reservation Closure,BOCSER
20187003190,Service closure Request with BO responsibility,BOC
20187003641,Evaluating Request (WITH registered letter),00491
20187006392,Pending Request for Reservation Closure,BOCSER
20187006846,Service closure Request with BO responsibility,BOC
20187007250,Pending Liquidation Request,BOC
20187010782,Service closure Request with BO responsibility,00851
20188002087,Service closure Request with BO responsibility,BOC
20188002441,Service closure Request with network responsibility,00015
20188002645,Evaluating Request (WITH registered letter),00025
20188005486,Evaluating Request (WITH registered letter),00057
20189001829,Pending Request for Reservation Closure,BOC
20189003084,Service closure Request with BO responsibility,BOC
20189003486,Service closure Request with network responsibility,00015
20189004803,Service closure Request with network responsibility,00015
20189006540,Request completed with account closure,BOC
20189007102,Service closure Request with network responsibility,00015
20189007821,Service closure Request with network responsibility,00015
20189007982,Service closure Request with BO responsibility,BOC
20189008206,Service closure Request with network responsibility,00015
20189009645,Pending Request for Reservation Closure,BOC
20191000037,Request completed with account closure,BOC
20191000127,Service closure Request with network responsibility,00015
20191000242,Service closure Request with BO responsibility,00850
20191000255,Service closure Request with network responsibility,00015
20191000260,Service closure Request with BO responsibility,BOC
20191000269,Service closure Request with BO responsibility,BOC
20191000366,Service closure Request with BO responsibility,BOC
20191000380,Request completed with account closure,BOCSER
20191000382,Service closure Request with BO responsibility,BOC
20191000433,Pending Liquidation Request,BOC
20191000490,Pending Liquidation Request,BOCSER
20191000535,Pending Liquidation Request,BOC
20191000546,Service closure Request with BO responsibility,BOC
20191000553,Pending Liquidation Request,BOC
20191000568,Service closure Request with network responsibility,00015
20191000676,Service closure Request with BO responsibility,BOC
20191000751,Service closure Request with BO responsibility,BOC
20191000782,Service closure Request with BO responsibility,BOC
20191000845,Pending Request for Reservation Closure,BOCSER
20191000920,Pending Liquidation Request,BOC
20191000928,Request completed with account closure,BOC
20191000957,Pending Request for Reservation Closure,BOCSER
20191001061,Pending Request for Reservation Closure,BOCSER
20191001073,Request completed with account closure,BOC
20191001178,Request completed with account closure,BOC
20191001209,Pending Request for Reservation Closure,BOC
20191001270,Pending Request for Reservation Closure,BOC
20191001457,Service closure Request with BO responsibility,BOC
20191001560,Evaluating Request (WITH registered letter),00057
20191001584,Pending Request for Reservation Closure,BOC
20191001595,Service closure Request with network responsibility,00491
20191001604,Request completed with account closure,BOC
20191001611,Request completed with account closure,BOC
20191001699,Service closure Request with network responsibility,00015
20191001826,Evaluating Request (WITH registered letter),00015
20191001846,Pending Request for Reservation Closure,BOCSER
20191001877,Service closure Request with network responsibility,00015
20191001909,Pending Liquidation Request,BOC
20191001991,Request completed with account closure,BOC
20191001992,Evaluating Request (WITH registered letter),00025
20191002027,Service closure Request with BO responsibility,BOC
20191002029,Pending Request for Reservation Closure,BOC
20191002074,Request completed with account closure,BOC
20191002078,Request completed with account closure,BOC
20191002091,Pending Request for Reservation Closure,BOC
20191002111,Service closure Request with network responsibility,00015
20191002163,Pending Liquidation Request,BOC
20191002211,Service closure Request with network responsibility,00015
20191002216,Service closure Request with network responsibility,00015
20191002277,Request completed with account closure,BOC
20191002297,Evaluating Request (WITH registered letter),00015
20191002394,Pending Request for Reservation Closure,BOC
20191002483,Service closure Request with BO responsibility,BOCSER
20191002503,Service closure Request with BO responsibility,BOC
20191002511,Pending Liquidation Request,BOCSER
20191002521,Pending Liquidation Request,BOCSER
20191002534,Pending Liquidation Request,BOC
20191002537,Evaluating Request (WITH registered letter),00015
20191002706,Evaluating Request (WITH registered letter),00015
20191002742,Pending Liquidation Request,BOC
20191002745,Service closure Request with network responsibility,00015
20191002751,Request completed with account closure,BOC
20191002759,Service closure Request with BO responsibility,BOCSER
20191002920,Service closure Request with network responsibility,00015
20191002939,Service closure Request with BO responsibility,00848
20191002953,Pending Request for Reservation Closure,BOC
20191002956,Evaluating Request (WITH registered letter),00015
20191002981,Pending Liquidation Request,BOC
20191003000,Service closure Request with network responsibility,00015
20191003019,Service closure Request with network responsibility,00015
20191003043,Pending Request for Reservation Closure,BOC
20191003077,Pending Request for Reservation Closure,BOC
20191003263,Evaluating Request (WITH registered letter),00015
20191003312,Request completed with account closure,BOC
20191003315,Service closure Request with BO responsibility,BOCSER
20191003440,Service closure Request with network responsibility,00015
20191003465,Evaluating Request (WITH registered letter),00015
20191003502,Service closure Request with network responsibility,00015
20191003540,Evaluating Request (WITH registered letter),00015
20191003568,Pending Liquidation Request,BOC
20191003594,Pending Liquidation Request,BOC
20191003680,Request completed with account closure,BOC
20191003699,Pending Request for Reservation Closure,BOC
20191003724,Pending Request for Reservation Closure,BOC
20191003755,Evaluating Request (WITH registered letter),00015
20191003756,Evaluating Request (WITH registered letter),00015
20191003759,Request completed with account closure,BOC
20191003785,Pending Request for Reservation Closure,BOCSER
20191003861,Request completed with account closure,BOC
20191003909,Pending Liquidation Request,BOC
20191003938,Pending Request for Reservation Closure,BOCSER
20191004011,Pending Request for Reservation Closure,BOCSER
20191004025,Service closure Request with BO responsibility,BOCSER
20191004038,Request completed with account closure,BOC
20191004043,Service closure Request with network responsibility,00015
20191004048,Authorization Requested,00722
20191004109,Request completed with account closure,BOC
20191004146,Service closure Request with BO responsibility,BOC
20191004208,Service closure Request with BO responsibility,BOC
20191004220,Service closure Request with network responsibility,00025
20191004224,Pending Request for Reservation Closure,BOCSER
20191004227,Request completed with account closure,BOC
20191004251,Evaluating Request (WITH registered letter),00519
20191004267,Service closure Request with BO responsibility,BOC
20191004286,Service closure Request with BO responsibility,00851
20191004364,Service closure Request with BO responsibility,BOC
20191004374,Service closure Request with BO responsibility,00850
20191004402,Request completed with account closure,BOCSER
20191004432,Request completed with account closure,BOC
20191004440,Evaluating Request (WITH registered letter),00015
20191004500,Request completed with account closure,BOC
20191004550,Service closure Request with network responsibility,00119
20191004556,Service closure Request with BO responsibility,BOC
20191004566,Service closure Request with network responsibility,00491
20191004680,Service closure Request with BO responsibility,00851
20191004710,Request completed with account closure,BOC
20191004805,Pending Request for Reservation Closure,BOCSER
20191004843,Service closure Request with network responsibility,00491
20191004854,Request completed with account closure,BOC
20191004869,Evaluating Request (WITH registered letter),00057
20191004891,Pending Request for Reservation Closure,BOC
20191004909,Service closure Request with network responsibility,00491
20191004957,Request completed with account closure,BOCSER
20191004983,Evaluating Request (WITH registered letter),00025
20191005120,Pending Request for Reservation Closure,BOC
20191005134,Pending Request for Reservation Closure,BOC
20191005248,Request completed with account closure,BOC
20191005294,Request completed with account closure,BOC
20191005303,Service closure Request with BO responsibility,BOC
20191005314,Pending Request for Reservation Closure,BOC
20191005347,Service closure Request with network responsibility,00015
20191005360,Evaluating Request (WITH registered letter),00015
20191005375,Pending Request for Reservation Closure,BOC
20191005395,Request completed with account closure,BOC
20191005409,Pending Request for Reservation Closure,BOC
20191005427,Pending Request for Reservation Closure,BOC
20191005428,Service closure Request with network responsibility,00015
20191005462,Pending Request for Reservation Closure,BOC
20191005480,Authorization Requested,00004
20191005537,Request completed with account closure,BOC
20191005557,Pending Request for Reservation Closure,BOCSER
20191005567,Request completed with account closure,BOC
20191005632,Request completed with account closure,BOC
20191005637,Service closure Request with BO responsibility,BOC
20191005681,Pending Request for Reservation Closure,BOC
20191005698,Service closure Request with network responsibility,00015
20191005733,Service closure Request with BO responsibility,BOCSER
20191005769,Service closure Request with network responsibility,00015
20191005838,Service closure Request with BO responsibility,BOC
20191005903,Request completed with account closure,BOC
20191005922,Pending Liquidation Request,BOCSER
20191005924,Evaluating Request (WITH registered letter),00015
20191005966,Service closure Request with BO responsibility,BOC
20191006023,Pending Liquidation Request,BOC
20191006058,Service closure Request with network responsibility,00015
20191006064,Request completed with account closure,BOC
20191006077,Pending Request for Reservation Closure,BOC
20191006078,Evaluating Request (WITH registered letter),00015
20191006098,Evaluating Request (WITH registered letter),00015
20191006110,Service closure Request with network responsibility,00025
20191006142,Evaluating Request (WITH registered letter),00025
20191006145,Service closure Request with BO responsibility,00842
20191006188,Evaluating Request (WITH registered letter),00015
20191006203,Service closure Request with network responsibility,00015
20191006207,Service closure Request with network responsibility,00015
20191006210,Service closure Request with network responsibility,00015
20191006217,Pending Liquidation Request,BOCSER
20191006233,Evaluating Request (WITH registered letter),00025
20191006273,Evaluating Request (WITH registered letter),00015
20191006292,Request completed with account closure,BOC
20191006301,Request completed with account closure,BOC
20191006309,Pending Request for Reservation Closure,BOC
20191006333,Service closure Request with network responsibility,00015
20191006358,Service closure Request with network responsibility,00722
20191006382,Service closure Request with network responsibility,00015
20191006394,Service closure Request with BO responsibility,BOC
20191006436,Request completed with account closure,BOC
20191006502,Service closure Request with BO responsibility,BOC
20191006520,Evaluating Request (WITH registered letter),00015
20191006539,Service closure Request with BO responsibility,BOC
20191006585,Service closure Request with network responsibility,00015
20191006608,Pending Request for Reservation Closure,BOC
20191006655,Pending Request for Reservation Closure,BOCSER
20191006661,Request completed with account closure,BOC
20191006747,Evaluating Request (WITH registered letter),00025
20191006756,Evaluating Request (WITH registered letter),00015
20191006771,Service closure Request with network responsibility,00015
20191006784,Service closure Request with network responsibility,00015
20191006788,Pending Request for Reservation Closure,BOCSER
20191006789,Request completed with account closure,BOC
20191006870,Pending Request for Reservation Closure,BOC
20191006871,Evaluating Request (WITH registered letter),00015
20191006880,Service closure Request with network responsibility,00015
20191006886,Pending Request for Reservation Closure,BOC
20191006920,Service closure Request with BO responsibility,BOCSER
20191006922,Request completed with account closure,BOCSER
20191006956,Evaluating Request (WITH registered letter),00015
20191006987,Service closure Request with network responsibility,00015
20191007056,Evaluating Request (WITH registered letter),00025
20191007068,Request completed with account closure,BOC
20191007079,Service closure Request with network responsibility,00015
20191007149,Request completed with account closure,BOC
20191007166,Request completed with account closure,BOC
20191007291,Request completed with account closure,BOC
20191007305,Service closure Request with BO responsibility,BOCSER
20191007344,Request completed with account closure,BOC
20191007413,Service closure Request with BO responsibility,BOCSER
20191007453,Pending Request for Reservation Closure,BOC
20191007463,Request completed with account closure,BOC
20191007469,Evaluating Request (WITH registered letter),00025
20191007472,Service closure Request with network responsibility,00015
20191007481,Service closure Request with BO responsibility,00848
20191007501,Pending Request for Reservation Closure,BOCSER
20191007510,Service closure Request with network responsibility,00015
20191007558,Pending Liquidation Request,BOC
20191007560,Service closure Request with BO responsibility,BOC
20191007564,Request completed with account closure,BOC
20191007570,Request completed with account closure,BOC
20191007587,Request completed with account closure,BOC
20191007597,Evaluating Request (WITH registered letter),00015
20191007623,Request completed with account closure,BOC
20191007651,Service closure Request with BO responsibility,BOCSER
20191007666,Request completed with account closure,BOC
20191007668,Request completed with account closure,BOC
20191007674,Pending Liquidation Request,BOC
20191007718,Evaluating Request (WITH registered letter),00015
20191007810,Request completed with account closure,BOC
20191007859,Service closure Request with network responsibility,00015
20191007866,Pending Request for Reservation Closure,BOC
20191007873,Request completed with account closure,BOC
20191007894,Evaluating Request (WITH registered letter),00015
20191007895,Request completed with account closure,BOC
20191007901,Evaluating Request (WITH registered letter),00015
20191007903,Service closure Request with network responsibility,00015
20191007908,Evaluating Request (WITH registered letter),00015
20191007911,Request completed with account closure,BOC
20191007912,Service closure Request with BO responsibility,BOCSER
20191007948,Service closure Request with BO responsibility,BOCSER
20191007964,Request completed with account closure,BOC
20191007970,Request completed with account closure,BOC
20191007975,Request completed with account closure,BOC
20191007993,Request completed with account closure,BOC
20191008000,Service closure Request with network responsibility,00015
20191008019,Service closure Request with BO responsibility,00852
20191008041,Pending Request for Reservation Closure,BOC
20191008066,Evaluating Request (WITH registered letter),00057
20191008071,Service closure Request with network responsibility,00491
20191008074,Request completed with account closure,BOC
20191008076,Request completed with account closure,BOC
20191008079,Service closure Request with network responsibility,00491
20191008080,Evaluating Request (WITH registered letter),00057
20191008096,Request completed with account closure,BOC
20191008111,Pending Liquidation Request,BOC
20191008116,Evaluating Request (WITH registered letter),00491
20191008140,Pending Request for Reservation Closure,BOC
20191008155,Pending Liquidation Request,BOC
20191008169,Pending Request for Reservation Closure,BOCSER
20191008273,Service closure Request with BO responsibility,BOC
20191008283,Service closure Request with BO responsibility,BOC
20191008295,Pending Liquidation Request,BOC
20191008323,Service closure Request with network responsibility,00491
20191008334,Pending Request for Reservation Closure,BOCSER
20191008335,Request completed with account closure,BOC
20191008349,Request completed with account closure,BOC
20191008358,Pending Liquidation Request,BOC
20191008359,Request completed with account closure,BOC
20191008362,Request completed with account closure,BOC
20191008363,Pending Request for Reservation Closure,BOCSER
20191008378,Pending Request for Reservation Closure,BOC
20191008380,Evaluating Request (WITH registered letter),00594
20191008388,Request completed with account closure,BOC
20191008393,Request completed with account closure,BOC
20191008402,Request completed with account closure,BOC
20191008415,Service closure Request with BO responsibility,BOC
20191008420,Evaluating Request (WITH registered letter),00057
20191008442,Pending Request for Reservation Closure,BOC
20191008443,Pending Liquidation Request,BOC
20191008445,Request completed with account closure,BOC
20191008446,Pending Liquidation Request,BOCSER
20191008454,,
20191008456,Request completed with account closure,BOC
20191008469,Request completed with account closure,BOC
20191008473,Pending Request for Reservation Closure,BOC
20191008481,Pending Request for Reservation Closure,BOCSER
20191008500,Service closure Request with network responsibility,00360
20191008537,Evaluating Request (WITH registered letter),00057
20191008564,Service closure Request with BO responsibility,BOC
20191008566,Evaluating Request (WITH registered letter),00491
20191008612,Request completed with account closure,BOC
20191008645,Service closure Request with BO responsibility,BOC
20191008646,Evaluating Request (WITH registered letter),00025
20191008668,Evaluating Request (WITH registered letter),00025
20191008691,Request completed with account closure,BOC
20191008693,Pending Liquidation Request,BOC
20191008720,Service closure Request with network responsibility,00015
20191008742,Evaluating Request (WITH registered letter),00015
20191008751,Request completed with account closure,BOC
20191008755,Evaluating Request (WITH registered letter),00015
20191008774,Pending Request for Reservation Closure,BOCSER
20191008797,Service closure Request with BO responsibility,BOCSER
20191008808,Request completed with account closure,BOC
20191008812,Pending Request for Reservation Closure,BOCSER
20191008816,Request completed with account closure,BOC
20191008827,Service closure Request with BO responsibility,00852
20191008833,Evaluating Request (WITH registered letter),00015
20191008838,Pending Request for Reservation Closure,BOC
20191008840,Request completed with account closure,BOC
20191008846,Service closure Request with network responsibility,00015
20191008862,Service closure Request with network responsibility,00015
20191008891,Evaluating Request (WITH registered letter),00025
20191008913,Service closure Request with network responsibility,00015
20191008924,Service closure Request with network responsibility,00015
20191008932,Pending Request for Reservation Closure,BOC
20191008940,Evaluating Request (WITH registered letter),00015
20191008960,Service closure Request with network responsibility,00015
20191008965,Pending Liquidation Request,BOC
20191008973,Service closure Request with network responsibility,00015
20191008981,Evaluating Request (WITH registered letter),00015
20191008983,Pending Request for Reservation Closure,BOC
20191008985,Service closure Request with BO responsibility,00850
20191008989,Evaluating Request (WITH registered letter),00015
20191008994,Pending Request for Reservation Closure,BOCSER
20191008995,Service closure Request with BO responsibility,BOC
20191009007,Request completed with account closure,BOC
20191009021,Service closure Request with network responsibility,00015
20191009058,Evaluating Request (WITH registered letter),00015
20191009071,Request completed with account closure,BOC
20191009078,Service closure Request with network responsibility,00015
20191009080,Pending Request for Reservation Closure,BOCSER
20191009081,Pending Request for Reservation Closure,BOCSER
20191009087,Request completed with account closure,BOC
20191009105,Service closure Request with BO responsibility,BOCSER
20191009106,Service closure Request with BO responsibility,BOC
20191009120,Service closure Request with BO responsibility,BOC
20191009140,Service closure Request with BO responsibility,BOCSER
20191009168,Evaluating Request (WITH registered letter),00025
20191009183,Service closure Request with network responsibility,00015
20191009224,Service closure Request with BO responsibility,BOCSER
20191009239,Pending Request for Reservation Closure,BOC
20191009269,Request completed with account closure,BOC
20191009273,Request completed with account closure,BOC
20191009284,Request completed with account closure,BOC
20191009285,Service closure Request with network responsibility,00015
20191009303,Evaluating Request (WITH registered letter),00015
20191009316,Request completed with account closure,BOC
20191009322,Service closure Request with network responsibility,00015
20191009331,Request completed with account closure,BOC
20191009378,Evaluating Request (WITH registered letter),00015
20191009379,Evaluating Request (WITH registered letter),00015
20191009382,Evaluating Request (WITH registered letter),00015
20191009391,Pending Request for Reservation Closure,BOC
20191009423,Request completed with account closure,BOC
20191009426,Service closure Request with BO responsibility,BOC
20191009436,Pending Liquidation Request,BOC
20191009437,Pending Request for Reservation Closure,BOCSER
20191009442,Request completed with account closure,BOC
20191009443,Request completed with account closure,BOC
20191009445,Request completed with account closure,BOC
20191009465,Pending Liquidation Request,BOC
20191009485,Service closure Request with network responsibility,00015
20191009496,Pending Liquidation Request,BOC
20191009505,Evaluating Request (WITH registered letter),00015
20191009519,Pending Liquidation Request,BOC
20191009524,Pending Request for Reservation Closure,BOC
20191009525,Service closure Request with BO responsibility,BOC
20191009535,Service closure Request with network responsibility,00015
20191009542,Request completed with account closure,BOC
20191009581,Service closure Request with BO responsibility,00828
20191009585,Pending Request for Reservation Closure,BOC
20191009592,Request completed with account closure,BOC
20191009599,Service closure Request with BO responsibility,BOC
20191009616,Service closure Request with network responsibility,00015
20191009626,Request completed with account closure,BOC
20191009630,Request completed with account closure,BOC
20191009638,Pending Request for Reservation Closure,BOCSER
20191009677,Evaluating Request (WITH registered letter),00015
20191009680,Pending Liquidation Request,BOCSER
20191009681,Evaluating Request (WITH registered letter),00015
20191009686,Pending Request for Reservation Closure,BOCSER
20191009711,Pending Request for Reservation Closure,BOCSER
20191009713,Service closure Request with BO responsibility,00850
20191009721,Pending Request for Reservation Closure,BOC
20191009722,Pending Request for Reservation Closure,BOC
20191009727,Evaluating Request (WITH registered letter),00015
20191009734,Service closure Request with BO responsibility,BOC
20191009739,Request completed with account closure,BOC
20191009759,Service closure Request with BO responsibility,BOC
20191009788,Request completed with account closure,BOC
20191009789,Request completed with account closure,BOC
20191009797,Pending Request for Reservation Closure,BOC
20191009815,Request completed with account closure,BOC
20191009817,Evaluating Request (WITH registered letter),00025
20191009819,Service closure Request with network responsibility,00015
20191009830,Request completed with account closure,BOC
20191009831,Request completed with account closure,BOC
20191009836,Service closure Request with BO responsibility,00828
20191009841,Authorization Requested,00057
20191009850,Service closure Request with network responsibility,00015
20191009868,Request completed with account closure,BOC
20191009939,Service closure Request with BO responsibility,00842
20191009945,Service closure Request with BO responsibility,BOC
20191009948,Request completed with account closure,BOC
20191009969,Request completed with account closure,BOCSER
20191009973,Service closure Request with BO responsibility,BOC
20191009979,Service closure Request with BO responsibility,BOC
20191009982,Request completed with account closure,BOC
20191009984,Request completed with account closure,BOC
20191010024,Service closure Request with BO responsibility,BOC
20191010030,Service closure Request with BO responsibility,BOC
20191010039,Request completed with account closure,BOC
20191010046,Service closure Request with BO responsibility,BOC
20191010048,Service closure Request with BO responsibility,00852
20191010053,Service closure Request with BO responsibility,BOC
20191010054,Service closure Request with BO responsibility,BOC
20191010056,Request completed with account closure,BOC
20191010059,Service closure Request with BO responsibility,BOC
20191010079,Request completed with account closure,BOC
20191010088,Service closure Request with BO responsibility,BOC
20191010116,Service closure Request with BO responsibility,BOC
20191010121,Evaluating Request (WITH registered letter),00025
20191010124,Pending Request for Reservation Closure,BOC
20191010126,Evaluating Request (WITH registered letter),00015
20191010151,Request completed with account closure,BOC
20191010155,Request completed with account closure,BOC
20191010159,Service closure Request with network responsibility,00015
20191010179,Request completed with account closure,BOC
20191010185,Service closure Request with network responsibility,00491
20191010206,Request completed with account closure,BOC
20191010208,Service closure Request with network responsibility,00015
20191010213,Service closure Request with network responsibility,00015
20191010218,Request completed with account closure,BOC
20191010237,Request completed with account closure,BOC
20191010241,Evaluating Request (WITH registered letter),00015
20191010250,Evaluating Request (WITH registered letter),00025
20191010271,Service closure Request with BO responsibility,BOC
20191010273,Service closure Request with BO responsibility,BOC
20191010278,Evaluating Request (WITH registered letter),00025
20191010279,Request completed with account closure,BOC
20191010281,Service closure Request with network responsibility,00015
20191010286,Evaluating Request (WITH registered letter),00015
20191010289,Service closure Request with network responsibility,00015
20191010292,Service closure Request with BO responsibility,BOC
20191010296,Request completed with account closure,BOC
20191010299,Evaluating Request (WITH registered letter),00015
20191010305,Request completed with account closure,BOC
20191010322,Service closure Request with network responsibility,00015
20191010328,Service closure Request with BO responsibility,BOC
20191010329,Pending Request for Reservation Closure,BOCSER
20191010335,Request completed with account closure,BOC
20191010347,Request completed with account closure,BOC
20191010350,Evaluating Request (WITH registered letter),00015
20191010367,Request completed with account closure,BOC
20191010394,Pending Request for Reservation Closure,BOC
20191010408,Request completed with account closure,BOC
20191010411,Request completed with account closure,BOC
20191010414,Request completed with account closure,BOC
20191010418,Pending Liquidation Request,BOC
20191010421,Evaluating Request (WITH registered letter),00015
20191010430,Request completed with account closure,BOC
20191010433,Pending Request for Reservation Closure,BOCSER
20191010448,Pending Liquidation Request,BOC
20191010483,Request completed with account closure,BOC
20191010484,Service closure Request with network responsibility,00015
20191010497,Pending Liquidation Request,BOC
20191010506,Pending Request for Reservation Closure,BOCSER
20191010510,Request completed with account closure,BOC
20191010512,Request completed with account closure,BOC
20191010514,Service closure Request with BO responsibility,BOC
20191010516,Pending Liquidation Request,BOC
20191010529,Request completed with account closure,BOC
20191010532,Service closure Request with BO responsibility,BOC
20191010543,Request completed with account closure,BOC
20191010555,Pending Request for Reservation Closure,BOC
20191010563,Service closure Request with network responsibility,00015
20191010564,Pending Request for Reservation Closure,BOC
20191010565,Service closure Request with BO responsibility,BOC
20191010567,Request completed with account closure,BOC
20191010580,Pending Request for Reservation Closure,BOCSER
20191010582,Request completed with account closure,BOCSER
20191010585,Request completed with account closure,BOC
20191010593,Evaluating Request (WITH registered letter),00025
20191010600,Service closure Request with network responsibility,00722
20191010603,Evaluating Request (WITH registered letter),00025
20191010606,Pending Request for Reservation Closure,BOC
20191010609,Service closure Request with BO responsibility,BOC
20191010610,Pending Request for Reservation Closure,BOC
