case:concept:name,concept:name,org:resource,start:timestamp,time:timestamp,EventOrigin = Application,EventOrigin = Offer,EventOrigin = Workflow,Action = Created,Action = statechange,Action = Deleted,RequestedAmount,ApplicationType = New credit,ApplicationType = Limit raise,LoanGoal = Home improvement,LoanGoal = Car,LoanGoal = Existing loan takeover,"LoanGoal = Other, see explanation",LoanGoal = Unknown,LoanGoal = Extra spending limit,LoanGoal = Remaining debt home,LoanGoal = Caravan / Camper,LoanGoal = Not speficied,LoanGoal = Motorcycle,LoanGoal = Business goal,LoanGoal = Boat,LoanGoal = Tax payments
Application_1005586643,A_Concept,User_46,2016-05-26 15:31:01.455000+00:00,2016-05-26 15:31:01.465000+00:00,,,,,,,10000.0,,,,,,,,,,,,,,,
Application_1005586643,A_Accepted,User_46,2016-05-26 15:31:01.465000+00:00,2016-05-26 15:31:42.612000+00:00,,,,,,,10000.0,,,,,,,,,,,,,,,
Application_1005586643,O_Create Offer,User_46,2016-05-26 15:31:42.612000+00:00,2016-05-26 15:34:08.478000+00:00,,,,,,,10000.0,,,,,,,,,,,,,,,
Application_1005586643,O_Created,User_46,2016-05-26 15:34:08.478000+00:00,2016-05-26 15:34:09.763000+00:00,,,,,,,10000.0,,,,,,,,,,,,,,,
Application_1005586643,O_Sent (mail and online),User_3,2016-05-26 15:34:09.763000+00:00,2016-05-26 16:27:41.819000+00:00,,,,,,,10000.0,,,,,,,,,,,,,,,
Application_1005586643,A_Complete,User_3,2016-05-26 16:27:41.819000+00:00,2016-05-26 16:27:41.876000+00:00,,,,,,,10000.0,,,,,,,,,,,,,,,
Application_1005586643,O_Create Offer,User_49,2016-05-26 16:27:41.876000+00:00,2016-05-26 16:27:41.876000+00:00,1.0,0.0,0.0,0.0,1.0,0.0,10000.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1005586643,O_Created,User_24,2016-05-26 16:27:41.876000+00:00,2016-05-26 16:27:41.876000+00:00,1.0,0.0,0.0,0.0,1.0,0.0,10000.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1005586643,O_Sent (mail and online),User_10,2016-05-26 16:27:41.876000+00:00,2016-05-26 16:28:41.876000+00:00,1.0,0.0,0.0,0.0,1.0,0.0,10000.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1005586643,A_Complete,User_3,2016-05-26 16:28:41.876000+00:00,2016-05-26 16:28:41.876000+00:00,1.0,0.0,0.0,0.0,1.0,0.0,10000.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1005586643,O_Create Offer,User_74,2016-05-26 16:28:41.876000+00:00,2016-05-26 16:32:41.876000+00:00,1.0,0.0,0.0,0.0,1.0,0.0,10000.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1005586643,O_Created,User_15,2016-05-26 16:32:41.876000+00:00,2016-05-26 16:32:41.876000+00:00,1.0,0.0,0.0,0.0,1.0,0.0,10000.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1005586643,O_Sent (mail and online),User_71,2016-05-26 16:32:41.876000+00:00,2016-05-26 16:32:41.876000+00:00,1.0,0.0,0.0,0.0,1.0,0.0,10000.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1005586643,W_Complete application,User_53,2016-05-26 16:32:41.876000+00:00,2016-05-26 16:32:41.876000+00:00,1.0,0.0,0.0,0.0,1.0,0.0,10000.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1005586643,A_Complete,User_89,2016-05-26 16:32:41.876000+00:00,2016-05-26 16:32:41.876000+00:00,1.0,0.0,0.0,0.0,1.0,0.0,10000.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1005586643,A_Cancelled,User_1,2016-05-26 16:32:41.876000+00:00,2016-06-26 06:36:41.876000+00:00,1.0,0.0,0.0,0.0,1.0,0.0,10000.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1005586643,O_Cancelled,User_60,2016-06-26 06:36:41.876000+00:00,2016-06-26 06:36:41.876000+00:00,1.0,0.0,0.0,0.0,1.0,0.0,10000.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1006347888,A_Create Application,User_1,2016-04-27 19:15:52.777000+00:00,2016-04-27 19:15:52.777000+00:00,,,,,,,5000.0,,,,,,,,,,,,,,,
Application_1006347888,A_Submitted,User_1,2016-04-27 19:15:52.777000+00:00,2016-04-27 19:15:52.824000+00:00,,,,,,,5000.0,,,,,,,,,,,,,,,
Application_1006347888,A_Concept,User_1,2016-04-27 19:15:52.824000+00:00,2016-04-27 19:16:28.999000+00:00,,,,,,,5000.0,,,,,,,,,,,,,,,
Application_1006347888,A_Accepted,User_60,2016-04-27 19:16:28.999000+00:00,2016-04-28 12:57:22.674000+00:00,,,,,,,5000.0,,,,,,,,,,,,,,,
Application_1006347888,O_Create Offer,User_60,2016-04-28 12:57:22.674000+00:00,2016-04-28 13:03:16.408000+00:00,,,,,,,5000.0,,,,,,,,,,,,,,,
Application_1006347888,O_Created,User_60,2016-04-28 13:03:16.408000+00:00,2016-04-28 13:03:17.836000+00:00,,,,,,,5000.0,,,,,,,,,,,,,,,
Application_1006347888,O_Sent (mail and online),User_60,2016-04-28 13:03:17.836000+00:00,2016-04-28 13:04:19.037000+00:00,,,,,,,5000.0,,,,,,,,,,,,,,,
Application_1006347888,W_Complete application,User_60,2016-04-28 13:04:19.037000+00:00,2016-04-28 13:04:19.110000+00:00,,,,,,,5000.0,,,,,,,,,,,,,,,
Application_1006347888,A_Complete,User_60,2016-04-28 13:04:19.110000+00:00,2016-04-28 13:04:19.381000+00:00,,,,,,,5000.0,,,,,,,,,,,,,,,
Application_1006347888,A_Validating,User_123,2016-04-28 13:04:19.381000+00:00,2016-05-03 16:27:19.381000+00:00,1.0,0.0,0.0,0.0,1.0,0.0,5000.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1006347888,O_Accepted,User_115,2016-05-03 16:27:19.381000+00:00,2016-05-04 15:30:19.381000+00:00,1.0,0.0,0.0,0.0,1.0,0.0,5000.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1006347888,A_Pending,User_90,2016-05-04 15:30:19.381000+00:00,2016-05-04 15:30:19.381000+00:00,1.0,0.0,0.0,0.0,1.0,0.0,5000.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1006959642,A_Create Application,User_1,2016-05-23 16:29:24.105000+00:00,2016-05-23 16:29:24.105000+00:00,,,,,,,5000.0,,,,,,,,,,,,,,,
Application_1006959642,A_Submitted,User_1,2016-05-23 16:29:24.105000+00:00,2016-05-23 16:29:24.167000+00:00,,,,,,,5000.0,,,,,,,,,,,,,,,
Application_1006959642,A_Concept,User_1,2016-05-23 16:29:24.167000+00:00,2016-05-23 16:30:41.052000+00:00,,,,,,,5000.0,,,,,,,,,,,,,,,
Application_1006959642,A_Accepted,User_71,2016-05-23 16:30:41.052000+00:00,2016-05-24 10:29:30.888000+00:00,,,,,,,5000.0,,,,,,,,,,,,,,,
Application_1006959642,O_Create Offer,User_71,2016-05-24 10:29:30.888000+00:00,2016-05-24 10:34:42.518000+00:00,,,,,,,5000.0,,,,,,,,,,,,,,,
Application_1006959642,O_Created,User_71,2016-05-24 10:34:42.518000+00:00,2016-05-24 10:34:43.983000+00:00,,,,,,,5000.0,,,,,,,,,,,,,,,
Application_1006959642,O_Create Offer,User_71,2016-05-24 10:34:43.983000+00:00,2016-05-24 10:35:12.888000+00:00,,,,,,,5000.0,,,,,,,,,,,,,,,
Application_1006959642,O_Created,User_71,2016-05-24 10:35:12.888000+00:00,2016-05-24 10:35:14.260000+00:00,,,,,,,5000.0,,,,,,,,,,,,,,,
Application_1006959642,O_Sent (mail and online),User_71,2016-05-24 10:35:14.260000+00:00,2016-05-24 10:37:20.104000+00:00,,,,,,,5000.0,,,,,,,,,,,,,,,
Application_1006959642,O_Sent (mail and online),User_71,2016-05-24 10:37:20.104000+00:00,2016-05-24 10:37:20.108000+00:00,,,,,,,5000.0,,,,,,,,,,,,,,,
Application_1006959642,A_Complete,User_71,2016-05-24 10:37:20.108000+00:00,2016-05-24 10:37:20.173000+00:00,,,,,,,5000.0,,,,,,,,,,,,,,,
Application_1006959642,A_Validating,User_117,2016-05-24 10:37:20.173000+00:00,2016-05-27 13:49:20.173000+00:00,1.0,0.0,0.0,0.0,1.0,0.0,5000.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1006959642,O_Returned,User_116,2016-05-27 13:49:20.173000+00:00,2016-05-27 13:49:20.173000+00:00,1.0,0.0,0.0,0.0,1.0,0.0,5000.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1006959642,O_Accepted,User_115,2016-05-27 13:49:20.173000+00:00,2016-05-31 10:04:20.173000+00:00,1.0,0.0,0.0,0.0,1.0,0.0,5000.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1006959642,A_Pending,User_127,2016-05-31 10:04:20.173000+00:00,2016-05-31 10:04:20.173000+00:00,1.0,0.0,0.0,0.0,1.0,0.0,5000.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1006959642,W_Validate application,User_99,2016-05-31 10:04:20.173000+00:00,2016-05-31 11:00:20.173000+00:00,1.0,0.0,0.0,0.0,1.0,0.0,5000.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1006959642,A_Incomplete,User_29,2016-05-31 11:00:20.173000+00:00,2016-05-31 11:00:20.173000+00:00,1.0,0.0,0.0,0.0,1.0,0.0,5000.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1006959642,A_Validating,User_118,2016-05-31 11:00:20.173000+00:00,2016-06-07 10:46:20.173000+00:00,1.0,0.0,0.0,0.0,1.0,0.0,5000.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1006959642,O_Returned,User_119,2016-06-07 10:46:20.173000+00:00,2016-06-07 10:46:20.173000+00:00,1.0,0.0,0.0,0.0,1.0,0.0,5000.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1006959642,W_Validate application,User_75,2016-06-07 10:46:20.173000+00:00,2016-06-07 10:55:20.173000+00:00,1.0,0.0,0.0,0.0,1.0,0.0,5000.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1006959642,A_Incomplete,User_100,2016-06-07 10:55:20.173000+00:00,2016-06-07 10:55:20.173000+00:00,1.0,0.0,0.0,0.0,1.0,0.0,5000.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1006959642,A_Validating,User_117,2016-06-07 10:55:20.173000+00:00,2016-06-08 08:00:20.173000+00:00,1.0,0.0,0.0,0.0,1.0,0.0,5000.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1006959642,O_Returned,User_117,2016-06-08 08:00:20.173000+00:00,2016-06-08 08:00:20.173000+00:00,1.0,0.0,0.0,0.0,1.0,0.0,5000.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1006959642,W_Validate application,User_29,2016-06-08 08:00:20.173000+00:00,2016-06-08 08:27:20.173000+00:00,1.0,0.0,0.0,0.0,1.0,0.0,5000.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1006959642,A_Incomplete,User_29,2016-06-08 08:27:20.173000+00:00,2016-06-08 08:27:20.173000+00:00,1.0,0.0,0.0,0.0,1.0,0.0,5000.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1006959642,W_Call incomplete files,User_41,2016-06-08 08:27:20.173000+00:00,2016-06-08 09:47:20.173000+00:00,1.0,0.0,0.0,0.0,1.0,0.0,5000.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1006959642,A_Validating,User_121,2016-06-08 09:47:20.173000+00:00,2016-06-08 14:27:20.173000+00:00,1.0,0.0,0.0,0.0,1.0,0.0,5000.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1006959642,O_Returned,User_118,2016-06-08 14:27:20.173000+00:00,2016-06-08 14:27:20.173000+00:00,1.0,0.0,0.0,0.0,1.0,0.0,5000.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1006959642,A_Incomplete,User_83,2016-06-08 14:27:20.173000+00:00,2016-06-08 14:27:20.173000+00:00,1.0,0.0,0.0,0.0,1.0,0.0,5000.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1006959642,A_Validating,User_116,2016-06-08 14:27:20.173000+00:00,2016-06-13 10:25:20.173000+00:00,1.0,0.0,0.0,0.0,1.0,0.0,5000.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1006959642,O_Accepted,User_90,2016-06-13 10:25:20.173000+00:00,2016-06-14 08:38:20.173000+00:00,1.0,0.0,0.0,0.0,1.0,0.0,5000.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1006959642,A_Pending,User_30,2016-06-14 08:38:20.173000+00:00,2016-06-14 08:38:20.173000+00:00,1.0,0.0,0.0,0.0,1.0,0.0,5000.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1007607428,A_Create Application,User_1,2016-05-11 15:06:12.849000+00:00,2016-05-11 15:06:12.849000+00:00,,,,,,,5000.0,,,,,,,,,,,,,,,
Application_1007607428,A_Submitted,User_1,2016-05-11 15:06:12.849000+00:00,2016-05-11 15:06:12.898000+00:00,,,,,,,5000.0,,,,,,,,,,,,,,,
Application_1007607428,A_Concept,User_1,2016-05-11 15:06:12.898000+00:00,2016-05-11 15:07:06.057000+00:00,,,,,,,5000.0,,,,,,,,,,,,,,,
Application_1007607428,A_Accepted,User_51,2016-05-11 15:07:06.057000+00:00,2016-05-12 17:27:27.660000+00:00,,,,,,,5000.0,,,,,,,,,,,,,,,
Application_1007607428,O_Create Offer,User_51,2016-05-12 17:27:27.660000+00:00,2016-05-12 17:33:19.844000+00:00,,,,,,,5000.0,,,,,,,,,,,,,,,
Application_1007607428,O_Created,User_51,2016-05-12 17:33:19.844000+00:00,2016-05-12 17:33:21.102000+00:00,,,,,,,5000.0,,,,,,,,,,,,,,,
Application_1007607428,O_Sent (mail and online),User_51,2016-05-12 17:33:21.102000+00:00,2016-05-12 17:33:46.278000+00:00,,,,,,,5000.0,,,,,,,,,,,,,,,
Application_1007607428,W_Complete application,User_51,2016-05-12 17:33:46.278000+00:00,2016-05-12 17:33:46.293000+00:00,,,,,,,5000.0,,,,,,,,,,,,,,,
Application_1007607428,A_Complete,User_51,2016-05-12 17:33:46.293000+00:00,2016-05-12 17:33:46.304000+00:00,,,,,,,5000.0,,,,,,,,,,,,,,,
Application_1007607428,O_Create Offer,User_24,2016-05-12 17:33:46.304000+00:00,2016-05-12 17:33:46.304000+00:00,1.0,0.0,0.0,0.0,1.0,0.0,5000.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1007607428,O_Created,User_35,2016-05-12 17:33:46.304000+00:00,2016-05-12 17:33:46.304000+00:00,1.0,0.0,0.0,0.0,1.0,0.0,5000.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1007607428,O_Sent (mail and online),User_5,2016-05-12 17:33:46.304000+00:00,2016-05-12 17:33:46.304000+00:00,1.0,0.0,0.0,0.0,1.0,0.0,5000.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1007607428,A_Complete,User_12,2016-05-12 17:33:46.304000+00:00,2016-05-12 17:33:46.304000+00:00,1.0,0.0,0.0,0.0,1.0,0.0,5000.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1007607428,A_Validating,User_116,2016-05-12 17:33:46.304000+00:00,2016-05-13 09:05:46.304000+00:00,1.0,0.0,0.0,0.0,1.0,0.0,5000.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1007607428,O_Returned,User_121,2016-05-13 09:05:46.304000+00:00,2016-05-13 09:05:46.304000+00:00,1.0,0.0,0.0,0.0,1.0,0.0,5000.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1007607428,O_Accepted,User_102,2016-05-13 09:05:46.304000+00:00,2016-05-16 08:21:46.304000+00:00,1.0,0.0,0.0,0.0,1.0,0.0,5000.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1007607428,A_Pending,User_115,2016-05-16 08:21:46.304000+00:00,2016-05-16 08:21:46.304000+00:00,1.0,0.0,0.0,0.0,1.0,0.0,5000.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1007607428,W_Validate application,User_99,2016-05-16 08:21:46.304000+00:00,2016-05-16 08:56:46.304000+00:00,1.0,0.0,0.0,0.0,1.0,0.0,5000.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application_1009327734,A_Create Application,User_1,2016-04-19 21:55:52.703000+00:00,2016-04-19 21:55:52.703000+00:00,,,,,,,14000.0,,,,,,,,,,,,,,,
Application_1009327734,A_Submitted,User_1,2016-04-19 21:55:52.703000+00:00,2016-04-19 21:55:52.753000+00:00,,,,,,,14000.0,,,,,,,,,,,,,,,
Application_1009327734,A_Concept,User_1,2016-04-19 21:55:52.753000+00:00,2016-04-19 21:57:10.637000+00:00,,,,,,,14000.0,,,,,,,,,,,,,,,
